,h3_index_int,mmsi,imo,length,width,vessel_type,vessel_type_main,obs_time,flag_country,source,destination,time_lower,time_upper,unix_trigger,avg_unix,unix_disarm,sd_lat,sd_lng,trigger_lat,trigger_lng,avg_lat,avg_lng,disarm_lat,disarm_lng,mode_nav_status,obs_nav_status,state_initial,state_final,obs_count,is_valid,geom_wkt,wkt_avg_pt,imo_ihs,ShipName,mmsi_ihs,RegisteredOwnerCountryOfRegistration,RegisteredOwnerCountryofDomicile,Tonnagesystem69convention,GrossTonnage,Deadweight,ShiptypeLevel5,shipSource,Hirarki_1,Prov_ID,Kode
8247,623986077539205119,525015668,8414350,0.0,0.0,Passenger,Passenger Ship,2023-01-07 20:05:57,Indonesia,T-AIS,SBY,19.983333333333334,14.933333333333334,1673121957,1673158432,1673175728,6.35904168880842e-05,8.3951854658916e-05,-7.19927833,112.73156833,-7.199234002,112.731502,-7.19921167,112.73145167,Under Way Using Engine,5,2,2,5,valid,"LINESTRING (112.73156833 -7.19927833, 112.731502 -7.199234002,112.73145167 -7.19921167)",POINT (112.731502 -7.199234002),8414350,KIRANA I,525015668.0,Indonesia,Indonesia,I,2326,140,Passenger/Ro-Ro Ship (Vehicles),imo match,1,35,SUB
26965,623335841563115519,525019418,8873570,45.0,11.0,Passenger,Other,2023-01-07 20:55:20,Indonesia,T-AIS,KARIANGAU-PANAJAM,0.8333333333333334,0.5,1673124920,1673125830,1673126740,0.00010960155108400486,0.00010017581769421862,-1.200995,116.817085,-1.2009175,116.817014165,-1.20084,116.81694333,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (116.817085 -1.200995, 116.817014165 -1.2009175,116.81694333 -1.20084)",POINT (116.817014165 -1.2009175),8873570,PONCAN MOALE,525019418.0,Indonesia,Indonesia,I,621,0,Passenger Ship,imo match,1,64,BPN
16927,623335841563049983,525015950,8300286,37.0,16.0,Passenger,Passenger Ship,2023-01-07 21:04:37,Indonesia,T-AIS,KARIANGAU-PENAJAM,0.85,0.0,1673125477,1673125477,1673125477,0.0,0.0,-1.20032333,116.81761333,-1.20032333,116.81761333,-1.20032333,116.81761333,Under Way Using Engine,1,2,2,1,invalid,POINT (116.81761333 -1.20032333),POINT (116.81761333 -1.20032333),8300286,DHARMA FERRY,,Indonesia,Indonesia,I,342,200,Passenger/Ro-Ro Ship (Vehicles),imo match,1,64,BPN
28131,623328159430475775,525200047,9821184,68.0,12.0,Passenger,,2023-01-07 21:29:18,Indonesia,T-AIS,TARAKAN,5.316666666666666,5.083333333333333,1673126958,1673135662,1673145265,0.0006793622425424125,0.00032243748239605096,4.146375,117.66725333,4.145451992073171,117.66686634365855,4.14666667,117.66833333,Moored,80,2,2,82,valid,"LINESTRING (117.66725333 4.146375, 117.66686634365855 4.145451992073171,117.66833333 4.14666667)",POINT (117.66686634365855 4.145451992073171),9821184,SABUK NUSANTARA 97,525200047.0,Indonesia,Indonesia,I,1258,800,General Cargo/Passenger Ship,imo match,2,65,TTK
25759,623514383975055359,525001103,8689022,63.0,12.0,Passenger,,2023-01-07 21:30:51,Indonesia,S-AIS,FAK FAK,4.6,0.45,1673127051,1673127875,1673128700,0.0002545584412272547,0.00016380835692768957,-2.94166667,132.30666667,-2.9414866699999997,132.3067825,-2.94130667,132.30689833,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (132.30666667 -2.94166667, 132.3067825 -2.9414866699999997,132.30689833 -2.94130667)",POINT (132.3067825 -2.9414866699999997),8689022,SABUK NUSANTARA 42,525001103.0,Indonesia,Indonesia,I,1206,500,General Cargo/Passenger Ship,imo match,2,92,FKQ
1929,623989437751197695,525101168,9856335,51.0,15.0,Passenger,,2023-01-07 22:24:16,Indonesia,S-AIS,JANGKAR,10.366666666666667,0.05,1673130256,1673130342,1673130429,0.0011785136590005624,0.001178513658994282,-7.055,113.945,-7.055833335,113.944166665,-7.05666667,113.94333333,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (113.945 -7.055, 113.944166665 -7.055833335,113.94333333 -7.05666667)",POINT (113.944166665 -7.055833335),9856335,MUNGGIYANGO HULALO,525009726.0,Indonesia,Indonesia,I,1633,0,Passenger/Ro-Ro Ship (Vehicles),imo match,3,35,KAT
9193,623276724793442303,525300507,9879454,38.0,7.0,Passenger,,2023-01-07 22:27:09,Indonesia,T-AIS,BATAM-SKP,22.416666666666668,0.1,1673130429,1673130635,1673130841,0.0006917908483059447,0.00019798989873478644,1.69782333,101.41787333,1.6983125000000001,101.41773333,1.69880167,101.41759333,Underway Sailing,2,2,2,2,valid,"LINESTRING (101.41787333 1.69782333, 101.41773333 1.6983125000000001,101.41759333 1.69880167)",POINT (101.41773333 1.6983125000000001),9879454,DUMAI LINE 9,525300507.0,Indonesia,Indonesia,I,332,0,Passenger Ship,imo match,1,14,DUM
4430,623989437747822591,525101168,9856335,51.0,15.0,Passenger,,2023-01-07 22:33:11,Indonesia,S-AIS,JANGKAR,5.266666666666667,5.166666666666667,1673130791,1673140110,1673149429,0.0,0.0,-7.06,113.93666667,-7.06,113.93666667,-7.06,113.93666667,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (113.93666667 -7.06, 113.93666667 -7.06,113.93666667 -7.06)",POINT (113.93666667 -7.06),9856335,MUNGGIYANGO HULALO,525009726.0,Indonesia,Indonesia,I,1633,0,Passenger/Ro-Ro Ship (Vehicles),imo match,3,35,KAT
24802,623276214425649151,563039800,9819519,39.0,10.0,Passenger,,2023-01-07 23:17:29,Singapore,S-AIS,BATAM CENTER,0.9333333333333333,0.85,1673133449,1673134980,1673136511,0.0011785136590002484,0.0011785136590043307,1.13,104.05333333,1.130833335,104.054166665,1.13166667,104.055,Underway Sailing,2,2,2,2,valid,"LINESTRING (104.05333333 1.13, 104.054166665 1.130833335,104.055 1.13166667)",POINT (104.054166665 1.130833335),9819519,MONA ALMELAHIA,403280390.0,United States Of America,Saudi Arabia,I,390,39,Passenger Ship,imo match,1,21,BUR
5549,624129377550041087,525002085,6911691,76.0,16.0,Passenger,Passenger Ship,2023-01-07 23:24:54,Indonesia,S-AIS,LEMBAR-PADANGBAI,2.35,2.25,1673133894,1673139234,1673141994,0.0009622523731495576,0.0009622523731454553,-8.73,116.07666667,-8.730555556666667,116.07611111333334,-8.73166667,116.075,Underway Sailing,3,2,2,3,valid,"LINESTRING (116.07666667 -8.73, 116.07611111333334 -8.730555556666667,116.075 -8.73166667)",POINT (116.07611111333334 -8.730555556666667),6911691,PRIMA NUSANTARA,525002085.0,Indonesia,Indonesia,F,2773,512,Passenger/Ro-Ro Ship (Vehicles),imo match,2,52,LMR
11285,623512175427092479,525101077,9813773,70.0,20.0,Passenger,,2023-01-07 23:30:08,Indonesia,S-AIS,TUAL,5.9,5.75,1673134208,1673150060,1673154911,0.0005864406130188932,0.0,-5.63166667,132.74,-5.633111108666666,132.74,-5.63166667,132.74,Moored,12,2,2,15,valid,"LINESTRING (132.74 -5.63166667, 132.74 -5.633111108666666,132.74 -5.63166667)",POINT (132.74 -5.633111108666666),9813773,SABUK NUSANTARA 103,525101077.0,Indonesia,Indonesia,I,1259,505,General Cargo/Passenger Ship,imo match,2,81,TUA
4462,623960961375141887,525006222,8921755,134.0,21.0,Passenger,Passenger Ship,2023-01-07 23:41:23,Indonesia,T-AIS,MERAK<=>BAKAUHENI,45.266666666666666,45.0,1673134883,1673216470,1673296930,0.0007802166777032841,0.0007139072886607696,-5.92289833,105.97317333,-5.923766029914163,105.97275198133048,-5.92393833,105.97203,At Anchor,232,2,2,233,valid,"LINESTRING (105.97317333 -5.92289833, 105.97275198133048 -5.923766029914163,105.97203 -5.92393833)",POINT (105.97275198133048 -5.923766029914163),8921755,VIRGO 18,525006222.0,Indonesia,Indonesia,F,9989,3359,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
28091,623960940619104255,525005010,8502341,100.0,18.0,Passenger,Passenger Ship,2023-01-07 23:51:23,Indonesia,S-AIS,SAMPIT,13.266666666666667,8.05,1673135483,1673151899,1673164489,0.0007074857238458526,0.0006117004949772804,-6.11166667,106.87,-6.112076906857144,106.87035466685714,-6.11166667,106.87,Moored,35,2,2,35,valid,"LINESTRING (106.87 -6.11166667, 106.87035466685714 -6.112076906857144,106.87 -6.11166667)",POINT (106.87035466685714 -6.112076906857144),8502341,KELIMUTU,525005010.0,Indonesia,Indonesia,F,6022,1412,Passenger Ship,imo match,1,31,TPR
1008,623960961476395007,525001125,9765665,100.0,20.0,Passenger,,2023-01-07 23:52:27,Indonesia,S-AIS,MERAK BAKAUHENI,1.2,0.05,1673135547,1673135637,1673135727,0.0,0.0011785065879309094,-5.935,105.99833333,-5.935,105.9975,-5.935,105.99666667,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (105.99833333 -5.935, 105.9975 -5.935,105.99666667 -5.935)",POINT (105.9975 -5.935),9765665,LEGUNDI,525001125.0,Indonesia,Indonesia,I,5556,1157,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
10990,623514246755090431,525101087,9816957,60.0,12.0,Passenger,,2023-01-08 00:02:55,Indonesia,S-AIS,BIAK,11.4,11.3,1673136175,1673163233,1673176853,0.0009622523731501987,0.0009622523731454553,-1.185,136.07333333,-1.1855555566666667,136.07388888666665,-1.18666667,136.075,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (136.07333333 -1.185, 136.07388888666665 -1.1855555566666667,136.075 -1.18666667)",POINT (136.07388888666665 -1.1855555566666667),9816957,SABUK NUSANTARA 81,525101087.0,Indonesia,Indonesia,I,2077,565,General Cargo/Passenger Ship,imo match,2,91,BIK
25626,624129268472250367,525005045,9032719,94.0,16.0,Passenger,Passenger Ship,2023-01-08 00:28:59,Indonesia,S-AIS,WAINGAPU,3.85,3.75,1673137739,1673142299,1673151241,0.0009622523731495576,0.000962246599646388,-8.73166667,116.07333333,-8.731111113333332,116.07277777666667,-8.73166667,116.07166667,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (116.07333333 -8.73166667, 116.07277777666667 -8.731111113333332,116.07166667 -8.73166667)",POINT (116.07277777666667 -8.731111113333332),9032719,EGON,525005045.0,Indonesia,Indonesia,I,4914,824,Passenger/Ro-Ro Ship (Vehicles),imo match,2,52,LMR
10611,623960961469153279,525200924,9836012,106.0,21.0,Passenger,,2023-01-08 00:36:09,Indonesia,S-AIS,MERAK,1.3166666666666667,1.2,1673138169,1673140947,1673142524,0.0010617170902051864,0.0016696781126947933,-5.93,105.995,-5.930097776666667,105.99435999999999,-5.92908833,105.992465,Underway Sailing,3,2,2,3,valid,"LINESTRING (105.995 -5.93, 105.99435999999999 -5.930097776666667,105.992465 -5.92908833)",POINT (105.99435999999999 -5.930097776666667),9836012,NEOMI,525200924.0,Indonesia,Indonesia,I,8274,2506,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
2430,623337134750072831,525019301,8874744,105.0,17.0,Passenger,,2023-01-08 00:42:23,Indonesia,T-AIS,KARIANGAU-PENAJAM PP,1.0,0.5,1673138543,1673139448,1673140354,0.0015191057822942868,0.000861489404723274,-1.24062667,116.77633667,-1.2395524999999998,116.776945835,-1.23847833,116.777555,Underway Sailing,2,2,2,2,valid,"LINESTRING (116.77633667 -1.24062667, 116.776945835 -1.2395524999999998,116.777555 -1.23847833)",POINT (116.776945835 -1.2395524999999998),8874744,GOROPA,525019301.0,Indonesia,Indonesia,I,547,0,Passenger Ship,imo match,1,64,BPN
18205,624118898137038847,525005015,8700292,146.0,0.0,Passenger,Passenger Ship,2023-01-08 00:50:29,Indonesia,S-AIS,BAU-BAU,1.7,1.55,1673139029,1673140950,1673144611,0.0009622465996479264,0.0016666700000058654,-5.45166667,122.61166667,-5.452222223333334,122.61,-5.45166667,122.60833333,Underway Sailing,3,2,2,3,valid,"LINESTRING (122.61166667 -5.45166667, 122.61 -5.452222223333334,122.60833333 -5.45166667)",POINT (122.61 -5.452222223333334),8700292,TIDAR,525005015.0,Indonesia,Indonesia,F,14501,3200,Passenger Ship,imo match,2,74,BBM
27086,623276218647085055,525200211,9859492,0.0,0.0,Passenger,,2023-01-08 01:12:12,Indonesia,S-AIS,TPI BATAM RETURN,18.283333333333335,0.65,1673140332,1673141500,1673142669,0.0023570202469325708,0.001178513658994282,1.04,104.13666667,1.038333335,104.135833335,1.03666667,104.135,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (104.13666667 1.04, 104.135833335 1.038333335,104.135 1.03666667)",POINT (104.135833335 1.038333335),9859492,OCEAN DRAGON 6,525200211.0,Indonesia,Indonesia,I,152,0,Passenger Ship,imo match,1,21,BUR
21982,623986077544546303,525005054,9401324,146.0,24.0,Passenger,Passenger Ship,2023-01-08 01:35:44,Indonesia,S-AIS,SURABAYA.ID,4.266666666666667,4.05,1673141744,1673149037,1673156330,0.00033469485273851404,0.0017465537495224312,-7.195,112.73333333,-7.1952366649999995,112.73209833,-7.19547333,112.73086333,Underway Sailing,2,2,2,2,valid,"LINESTRING (112.73333333 -7.195, 112.73209833 -7.1952366649999995,112.73086333 -7.19547333)",POINT (112.73209833 -7.1952366649999995),9401324,GUNUNG DEMPO,525005054.0,Indonesia,Indonesia,I,14017,4018,Passenger Ship,imo match,1,35,SUB
22953,623276406721806335,525201708,9921051,93.0,18.0,Passenger,,2023-01-08 02:17:23,Indonesia,S-AIS,SIBOLGA,14.066666666666666,13.566666666666666,1673144243,1673180765,1673193120,0.0015957098153563836,0.0008333350000029327,1.72833333,98.78666667,1.7270833325,98.7862500025,1.725,98.785,Under Way Using Engine,4,2,2,4,valid,"LINESTRING (98.78666667 1.72833333, 98.7862500025 1.7270833325,98.785 1.725)",POINT (98.7862500025 1.7270833325),9921051,WIRA NAULI,525201708.0,Indonesia,Indonesia,I,2923,2567,Passenger/Ro-Ro Ship (Vehicles),imo match,2,12,SLG
684,623960961476395007,525001136,9759733,260.0,20.0,Passenger,General Cargo Ship,2023-01-08 02:21:12,Indonesia,S-AIS,BAKAUHENI,1.1666666666666667,1.1,1673144472,1673147048,1673148427,0.0,0.000962246599646388,-5.935,105.99833333,-5.935,105.99722222333332,-5.935,105.99666667,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (105.99833333 -5.935, 105.99722222333332 -5.935,105.99666667 -5.935)",POINT (105.99722222333332 -5.935),9759733,BATU MANDI,525001136.0,Indonesia,Indonesia,I,5553,2426,General Cargo/Passenger Ship,imo match,1,36,IBP
23893,623960961469317119,525021421,8602074,126.0,20.0,Passenger,,2023-01-08 02:31:16,Indonesia,T-AIS,MERAK-BAKAUHEUNI,1.35,0.0,1673145076,1673145076,1673145076,0.0,0.0,-5.930455,105.99443667,-5.930455,105.99443667,-5.930455,105.99443667,Under Way Using Engine,1,2,2,1,invalid,POINT (105.99443667 -5.930455),POINT (105.99443667 -5.930455),8602074,AMARISA,525021421.0,Indonesia,Indonesia,I,9521,2917,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
