,ShipName,mmsi,avg_lat,avg_lng,flag_country,vessel_type,mode_nav_status,obs_time,time_lower,time_upper,imo,RegisteredOwnerCountryofDomicile,RegisteredOwnerCountryOfRegistration
175838,GAS ATTAKA,525008076,-5.11182197090909,119.41202757727272,Indonesia,Tanker,Moored,2023-11-30 22:51:50,1,1,9629433,Indonesia,Indonesia
175839,LAPHROAIG,636021159,-5.910079333333332,106.000435,Liberia,Tanker,Moored,2023-11-30 22:54:25,1,1,9878060,Marshall Islands,Marshall Islands
175840,CHARLIE MARINE,525501636,-5.510757577272727,105.31393939181818,Indonesia,Cargo,At Anchor,2023-11-30 23:15:51,0,0,9988774,Indonesia,Indonesia
175841,EVGENIA I,215049000,-7.8226024999999995,109.05862559285717,Malta,Tanker,At Anchor,2023-11-30 23:25:38,0,0,9575943,Greece,Malta
175848,JUNEYAO MARU II,525021182,-3.329345726459096,114.55172772688647,Indonesia,Tanker,At Anchor,2023-12-01 00:00:00,128,128,9673721,Indonesia,Indonesia
175847,GOLDEN DAY,538009008,-3.768095237222222,114.42439153317456,Marshall Islands,Cargo,At Anchor,2023-12-01 00:00:00,9,9,9209128,"Hong Kong, China","Hong Kong, China"
175846,KAKAP,525003175,-7.746028919850523,109.0609428186846,Indonesia,Tanker,At Anchor,2023-12-01 00:00:00,41,40,9504401,Indonesia,Indonesia
175842,BANGPAKAEW,567506000,-0.9953940462932527,100.37526552339965,Thailand,Cargo,Moored,2023-12-01 00:00:00,157,157,9187801,Thailand,Thailand
175844,SAFEEN AL SAFA,538010421,-7.200314806457102,112.7217444517012,Marshall Islands,Cargo,Moored,2023-12-01 00:00:00,88,88,9595670,Marshall Islands,Marshall Islands
175843,FANEROMENI,376344000,-3.6988973292009404,114.42495520947122,Saint Vincent and the Grenadines,Cargo,At Anchor,2023-12-01 00:00:00,60,60,9290995,Greece,Marshall Islands
175845,GREEN PLUS,525119109,-7.761341557333332,109.07136644666667,Indonesia,Tanker,At Anchor,2023-12-01 00:00:00,0,0,9228837,Indonesia,Indonesia
175849,COSMIC 10,525011110,1.7119796404895105,101.4648068990909,Indonesia,Tanker,At Anchor,2023-12-01 00:00:07,8,8,9460344,Indonesia,Indonesia
175850,AKRA 101,525200748,0.09299114913312694,109.03330280993808,Indonesia,Tanker,At Anchor,2023-12-01 00:00:07,24,23,9835903,Indonesia,Indonesia
175851,PRIMA SEJAHTERA,525121047,-5.980171734285715,106.11023744079263,Indonesia,Cargo,Moored,2023-12-01 00:00:07,79,78,9345817,Indonesia,Indonesia
175852,NEW GLORY,525009119,-7.205074999741381,112.7319440249138,Indonesia,Cargo,Moored,2023-12-01 00:00:07,10,10,8717881,Indonesia,Indonesia
175853,BMC PANDORA,357404000,-6.942074226744186,110.42332303387597,Panama,Cargo,Moored,2023-12-01 00:00:10,8,8,9309679,Vietnam,Vietnam
175854,SAPPHIRE,352980813,1.2336124352238806,103.88562211447763,Panama,Tanker,At Anchor,2023-12-01 00:00:10,4,4,9294240,"China, People's Republic Of","Hong Kong, China"
175855,MARLIN EMPAT,525401167,-5.130255855604027,119.37873024949663,Indonesia,Tanker,At Anchor,2023-12-01 00:00:13,17,17,9675145,Indonesia,Indonesia
175856,FEI PU,414165000,3.246647743225806,117.59158973096773,China,Cargo,At Anchor,2023-12-01 00:00:17,2,2,9650470,"China, People's Republic Of","China, People's Republic Of"
175857,TITAN 70,525018102,-5.508475147878396,105.31735011919146,Indonesia,Cargo,At Anchor,2023-12-01 00:00:17,127,127,9629342,Indonesia,Indonesia
175858,GREEN MILE,352898705,-3.769075468613445,114.50249428224791,Panama,Cargo,At Anchor,2023-12-01 00:00:18,36,36,9928035,Japan,Panama
175859,BERGE STANLEY,636019096,1.2415823744705883,103.9224004723529,Liberia,Cargo,At Anchor,2023-12-01 00:00:20,6,6,9454565,Marshall Islands,Marshall Islands
175860,LUMOSO SELAMAT,525016466,-9.636666669999999,120.25,Indonesia,Cargo,Moored,2023-12-01 00:00:20,10,10,9491630,Indonesia,Indonesia
175861,SPIL RETNO,525301388,-0.0168825515,109.33398553129999,Indonesia,Cargo,Moored,2023-12-01 00:00:21,6,6,9925540,Indonesia,Indonesia
175862,VIMC BRAVE,574000840,1.24616927,103.882071875625,Vietnam,Cargo,At Anchor,2023-12-01 00:00:23,6,6,9405459,Vietnam,Vietnam
175863,DAI QUANG,636019018,1.7086406281081084,101.43003427918917,Liberia,Tanker,At Anchor,2023-12-01 00:00:23,3,3,9827982,Vietnam,Vietnam
175864,BENUA 999,525501778,-6.054797509879518,106.89550174674699,Indonesia,Cargo,At Anchor,2023-12-01 00:00:23,18,18,8597712,Indonesia,Indonesia
175865,MARTHA OPTION,525020058,0.04653249564885496,109.05013633587785,Indonesia,Tanker,At Anchor,2023-12-01 00:00:25,13,13,9072836,Indonesia,Indonesia
175866,PANCARAN INTEGRITY,525201723,-5.111684073017751,119.364752613284,Indonesia,Tanker,At Anchor,2023-12-01 00:00:28,68,67,9322061,Indonesia,Indonesia
175867,DIAMOND CORAL,357362000,-5.981069143366338,105.97014665575908,Panama,Tanker,At Anchor,2023-12-01 00:00:28,37,37,9392884,Japan,Panama
175868,BALI GLORY,352002467,-3.727628660546318,114.4709422029929,Panama,Other,At Anchor,2023-12-01 00:00:28,30,30,8359160,Indonesia,Indonesia
175869,BENUA 888,525401568,-0.8800793189467595,134.05991484515044,Indonesia,Cargo,At Anchor,2023-12-01 00:00:28,109,48,8589246,Indonesia,Indonesia
175870,EVER OASIS,477716100,-6.9372105899999985,110.42329180865853,Hong Kong,Cargo,Moored,2023-12-01 00:00:29,16,16,9872391,Chinese Taipei,"Hong Kong, China"
175871,SEA ROSE,525501836,-3.9352558331081084,115.72686637648648,Indonesia,Cargo,At Anchor,2023-12-01 00:00:31,4,4,9481647,Indonesia,Indonesia
175872,UNIPOWER,351877000,1.1103560093939395,104.14948848393941,Panama,Cargo,Moored,2023-12-01 00:00:32,7,6,9167502,"Hong Kong, China","Hong Kong, China"
175873,VALLIANZ PEGASUS,572616220,1.0614758852235726,104.13694595438463,Tuvalu,Other,Moored,2023-12-01 00:00:33,743,743,9752553,Singapore,Singapore
175874,SPIRIT SEJATI,525023151,-6.04611215628433,106.90216547787962,Indonesia,Cargo,At Anchor,2023-12-01 00:00:35,289,289,9190937,Indonesia,Indonesia
175875,VTV SKY,574256000,0.03910134498777506,117.52794991860635,Vietnam,Cargo,Moored,2023-12-01 00:00:38,84,84,9318670,Vietnam,Vietnam
175879,NS DALIAN,538007539,-3.699527558110237,114.43636483212603,Marshall Islands,Cargo,At Anchor,2023-12-01 00:00:39,9,8,9567415,"Hong Kong, China",Marshall Islands
175878,CARIBBEAN LOYALTY,538004633,1.264761844368932,103.93671001815534,Marshall Islands,Tanker,At Anchor,2023-12-01 00:00:39,7,7,9501150,Marshall Islands,Marshall Islands
175876,KAVO YERAKI,538007030,1.2877881250000003,103.99868444875001,Marshall Islands,Cargo,At Anchor,2023-12-01 00:00:39,6,6,9286607,Marshall Islands,Marshall Islands
175877,MARTHA GOLDEN,525012106,3.783530046470589,98.70008166661765,Indonesia,Cargo,At Anchor,2023-12-01 00:00:39,22,8,9118898,Indonesia,Indonesia
175880,YM EFFICIENCY,636013698,-7.188047297702703,112.68996936959458,Liberia,Cargo,Moored,2023-12-01 00:00:44,15,14,9353280,Chinese Taipei,Chinese Taipei
175881,CEYLON BREEZE,417222405,-2.149929077872341,104.9823404259574,Sri Lanka,Cargo,At Anchor,2023-12-01 00:00:45,4,4,9734563,Sri Lanka,Sri Lanka
175882,BRAVE ROYAL,405000193,-0.9970979346075948,100.37719550427849,Bangladesh,Cargo,Moored,2023-12-01 00:00:45,63,63,9188611,Bangladesh,Bangladesh
175883,SPRING RAINBOW,477845200,-3.7095679003703705,114.48246913580249,Hong Kong,Cargo,At Anchor,2023-12-01 00:00:46,7,7,9666041,"China, People's Republic Of","Hong Kong, China"
175884,JOHN C,525019550,1.0985669444999997,104.17917805516667,Indonesia,Tanker,At Anchor,2023-12-01 00:00:46,13,12,9045431,Liberia,Liberia
175885,PEGADEN/PERTAMINA 1024,525008044,-5.102875158571428,119.36370663968253,Indonesia,Tanker,At Anchor,2023-12-01 00:00:48,6,6,9181883,Indonesia,Indonesia
175886,ASHICO VICTORIA,370248000,5.59666667,95.524999091733,Panama,Cargo,Moored,2023-12-01 00:00:49,172,172,9522867,Vietnam,Vietnam
175887,PRIMA ANDALAN I,525121035,-6.0084186187499995,105.95685960221152,Indonesia,Cargo,Moored,2023-12-01 00:00:50,8,8,9465784,Indonesia,Indonesia
175888,A1,525100551,-2.5366666699999993,112.96333333,Indonesia,Cargo,Moored,2023-12-01 00:00:54,199,199,8520238,Indonesia,Indonesia
175889,GAS PATRA,525004081,-6.062384194901879,106.89999094992068,Indonesia,Tanker,At Anchor,2023-12-01 00:00:55,743,743,8908246,Indonesia,Indonesia
175890,MARINA AMAN,538006087,1.1785520529096043,103.93122061200563,Marshall Islands,Tanker,At Anchor,2023-12-01 00:00:56,73,72,9304306,Indonesia,Indonesia
175891,CLIPPER TERESA,538010367,3.908232655628743,98.78535903269463,Marshall Islands,Cargo,At Anchor,2023-12-01 00:00:58,16,15,9721073,"China, People's Republic Of","China, People's Republic Of"
175892,MORNING NINNI,440334000,-6.09844309175926,106.91669271828705,South Korea,Cargo,Moored,2023-12-01 00:00:58,13,13,9367592,"Korea, South","Korea, South"
175893,HIPPO,525010227,-1.3166372075757573,116.9843198640404,Indonesia,Tanker,At Anchor,2023-12-01 00:01:00,6,6,9134713,Indonesia,Indonesia
175894,HARIN NAVEE 9,567073400,-6.186268030405904,107.94038617953261,Thailand,Cargo,At Anchor,2023-12-01 00:01:00,53,53,9499632,Thailand,Thailand
175895,ATLANTIC VISION,538009696,-5.505574158329597,105.28295258579037,Marshall Islands,Cargo,At Anchor,2023-12-01 00:01:00,117,117,9372767,Marshall Islands,Marshall Islands
175896,LAGOA MAS,525019415,1.167136517272727,103.99511878727272,Indonesia,Cargo,At Anchor,2023-12-01 00:01:01,34,0,9548249,Indonesia,Indonesia
175897,BLUE MARINE 7,525016091,-1.2382095536585365,116.79981174756098,Indonesia,Tanker,At Anchor,2023-12-01 00:01:01,8,8,7530999,Indonesia,Indonesia
175898,ARIS LUCKY,352001599,-3.6878480776923075,114.42281025615382,Panama,Cargo,At Anchor,2023-12-01 00:01:02,182,182,9237216,Marshall Islands,Marshall Islands
175900,HUA WEI 8,352001781,-0.9979056365454546,100.38051718181818,Panama,Tanker,Moored,2023-12-01 00:01:04,9,9,9647485,"China, People's Republic Of","China, People's Republic Of"
175899,PEACE GARDEN,352123000,0.5213821275,117.6765110025,Panama,Cargo,At Anchor,2023-12-01 00:01:04,3,2,9663336,Panama,Panama
175901,MEGHNA TRADER,405000253,1.7260610184285716,101.43358110042858,Bangladesh,Tanker,At Anchor,2023-12-01 00:01:05,84,84,9321122,Bangladesh,Bangladesh
175902,BAHTERA DAMAI,312822000,-6.05607456359454,106.9013724611729,Belize,Fishing,At Anchor,2023-12-01 00:01:05,414,414,1020899,Indonesia,Indonesia
175903,KING ARTHUR 8,525003393,-7.183897257271094,112.7106483516517,Indonesia,Dredging,At Anchor,2023-12-01 00:01:08,27,27,8681525,Indonesia,Indonesia
175904,THE EMERALD,525025066,-7.205364683879311,112.72693528913794,Indonesia,Cargo,Moored,2023-12-01 00:01:08,7,7,9064695,United Arab Emirates,United Arab Emirates
175905,APOLLO MARCH,352002367,0.08660955589600741,109.0227120419963,Panama,Cargo,At Anchor,2023-12-01 00:01:08,77,77,9958444,Japan,Panama
175906,ZHONG XING HONG YUN,352001848,-5.942254017890045,106.13256209983656,Panama,Cargo,At Anchor,2023-12-01 00:01:08,44,44,9377080,"China, People's Republic Of","China, People's Republic Of"
175907,KAWA MAS,525119012,0.17835335040935676,117.48861247309941,Indonesia,Cargo,At Anchor,2023-12-01 00:01:08,12,12,9813187,Indonesia,Indonesia
175908,SEVILLIA,255806101,-7.195302684105263,112.70335437515789,Madeira,Cargo,Moored,2023-12-01 00:01:08,13,13,9362712,Irish Republic,Irish Republic
175909,FOREVER SW,354480000,-3.728602812513181,114.49287931892795,Panama,Cargo,At Anchor,2023-12-01 00:01:08,38,38,9425837,Chinese Taipei,Panama
175910,MERATUS GORONTALO,525025082,3.7917390403623186,98.71237467106279,Indonesia,Cargo,Moored,2023-12-01 00:01:09,26,26,9202895,Indonesia,Indonesia
175912,GREAT OCEAN,636019834,1.2501381716129032,103.93061344129032,Liberia,Cargo,At Anchor,2023-12-01 00:01:10,6,6,9278557,"China, People's Republic Of","Hong Kong, China"
175913,CHANG HANG BIN HAI,414108000,-3.202900219013158,113.12228070212717,China,Cargo,At Anchor,2023-12-01 00:01:10,64,64,9628764,"China, People's Republic Of","China, People's Republic Of"
175911,YUANPING SEA,354405000,-3.6876372543529414,114.44287254752943,Panama,Cargo,At Anchor,2023-12-01 00:01:10,12,12,9282390,"Hong Kong, China","Hong Kong, China"
175914,CEMCON,525020169,-3.3021028491616766,114.5672559632934,Indonesia,Cargo,Moored,2023-12-01 00:01:11,224,62,7914262,Indonesia,Indonesia
175915,DE XIN HE XIE,414553000,-3.9234866026923076,115.7731712819231,China,Cargo,At Anchor,2023-12-01 00:01:12,5,5,9615808,"China, People's Republic Of","China, People's Republic Of"
175916,SPM SHAKTI,441471000,-3.9830952550000003,115.74895387615386,South Korea,Cargo,At Anchor,2023-12-01 00:01:13,4,4,9344473,"Hong Kong, China","Hong Kong, China"
175917,A. S. EMERALD GREEN,352003047,-3.24134339349138,111.5781273921264,Panama,Tanker,At Anchor,2023-12-01 00:01:14,50,50,9353876,Marshall Islands,Marshall Islands
175918,THUAN PHAT 179,574814000,-7.1986876504697985,112.72367704684565,Vietnam,Cargo,Moored,2023-12-01 00:01:15,30,30,9544786,Vietnam,Vietnam
175919,RADIANT,538010556,-1.1951064596899224,116.78181020906979,Marshall Islands,Cargo,Moored,2023-12-01 00:01:17,11,11,9448607,United Kingdom,United Kingdom
175920,AS SILVER ATLAS,525121041,-5.928865388558282,106.13096280667177,Indonesia,Tanker,At Anchor,2023-12-01 00:01:18,458,458,9355393,Indonesia,Indonesia
175921,BAHTERA HADAR,533130248,1.0734603492429025,103.89678874645112,Malaysia,Other,Moored,2023-12-01 00:01:18,50,50,9307449,Malaysia,Malaysia
175924,GRAND POWER,525103007,3.8955693823549895,98.76950890699534,Indonesia,Tanker,At Anchor,2023-12-01 00:01:20,79,78,9236999,Indonesia,Indonesia
175923,TELESTO,351660000,1.2836111506542054,103.995244392243,Panama,Tanker,At Anchor,2023-12-01 00:01:20,6,6,9213296,Marshall Islands,Marshall Islands
175922,FLECHA,636022220,-3.7694356968766405,114.47075240745409,Liberia,Cargo,At Anchor,2023-12-01 00:01:20,34,34,9284570,Marshall Islands,Marshall Islands
175925,PRIMEWAY,636019117,1.2420065090425534,103.90706861861705,Liberia,Tanker,At Anchor,2023-12-01 00:01:21,6,6,9817626,Singapore,Singapore
175926,BINTULU,525023203,1.7176930485299147,101.44276974331623,Indonesia,Tanker,At Anchor,2023-12-01 00:01:22,35,34,9153733,Indonesia,Indonesia
175927,OCEAN DREAMWALKER III,538071555,-0.9602961696539029,131.15449525790132,Marshall Islands,Pleasure Craft,At Anchor,2023-12-01 00:01:23,75,75,9840087,Cayman Islands,Cayman Islands
175928,ADVANTAGE VICTORY,538010019,1.2418512037209306,103.91353804023255,Marshall Islands,Tanker,At Anchor,2023-12-01 00:01:26,5,5,9933547,"Hong Kong, China","Hong Kong, China"
175929,DEWI SRI,525007030,-7.75880484909091,109.0671879290909,Indonesia,Tanker,At Anchor,2023-12-01 00:01:28,8,6,9208708,Indonesia,Indonesia
175930,PRINCESS VANYA,210392000,1.2640223658064518,103.91717688193552,Cyprus,Tanker,At Anchor,2023-12-01 00:01:28,6,6,9629366,Cyprus,Liberia
175931,AMARILIS INDAH,525016256,-6.918008680096713,110.3208895629959,Indonesia,Cargo,At Anchor,2023-12-01 00:01:29,539,539,7702413,Indonesia,Indonesia
175935,GROTON,636017309,1.261364653186813,103.89514065923076,Liberia,Cargo,At Anchor,2023-12-01 00:01:30,5,5,9246310,Marshall Islands,Marshall Islands
175934,KALIAN,525101049,-2.98031553507924,104.77533670803705,Indonesia,Other,Moored,2023-12-01 00:01:30,459,459,9832963,Indonesia,Indonesia
175936,SINAR PENIDA,525109003,-2.9852066664285712,104.80365148535715,Indonesia,Cargo,At Anchor,2023-12-01 00:01:30,6,1,9827968,Indonesia,Indonesia
175932,DAYAK MAS,525121029,-10.19666667,123.52664706211765,Indonesia,Cargo,Moored,2023-12-01 00:01:30,6,6,9429352,Indonesia,Indonesia
175933,MANILA TRADER,636019165,-3.9066183937209282,115.79726021465116,Liberia,Cargo,At Anchor,2023-12-01 00:01:30,4,4,9487653,Marshall Islands,Marshall Islands
175937,FEDERAL ILLINOIS,357359000,3.2481280299999997,117.60234878818183,Panama,Cargo,At Anchor,2023-12-01 00:01:31,2,2,9860647,Singapore,Panama
175938,SEAVEN SPIRIT,525015723,-8.115012008906666,114.4016714388533,Indonesia,Cargo,Moored,2023-12-01 00:01:33,32,26,8703751,Indonesia,Indonesia
175939,OCEAN GOLD,563116100,-6.097270234115045,106.90876709205753,Singapore,Cargo,Moored,2023-12-01 00:01:33,30,30,9865910,Singapore,Singapore
175940,GAS ATTAKA,525008076,-5.11180069075862,119.41203782896552,Indonesia,Tanker,Moored,2023-12-01 00:01:38,17,17,9629433,Indonesia,Indonesia
175941,INTAN DAYA 9,525003211,-7.204625109669421,112.72475596363635,Indonesia,Cargo,Moored,2023-12-01 00:01:38,13,12,9659529,Indonesia,Indonesia
175942,EVGENIA I,215049000,-7.8234035915625,109.0587110390625,Malta,Tanker,At Anchor,2023-12-01 00:01:38,2,1,9575943,Greece,Malta
175943,ETERNAL OIL II,525017100,-1.328804228509615,116.96256206754805,Indonesia,Tanker,At Anchor,2023-12-01 00:01:38,27,27,9159828,Indonesia,Indonesia
175944,ZHEN NING,414103000,-3.769058640092593,114.49248456703702,China,Cargo,At Anchor,2023-12-01 00:01:38,10,9,9567192,"China, People's Republic Of","China, People's Republic Of"
175948,CMA CGM LISBON,256559000,-6.096729772446809,106.89498957468088,Malta,Cargo,Moored,2023-12-01 00:01:40,6,6,9431800,France,France
175947,DEWI SHINTA MANGGALA,525300549,-5.496929705798643,105.28225252434659,Indonesia,Cargo,At Anchor,2023-12-01 00:01:40,77,77,9528873,Indonesia,Indonesia
175945,DAMGRACHT,245955000,1.117208083837357,104.17216139045743,Netherlands,Cargo,At Anchor,2023-12-01 00:01:40,49,49,9420784,Netherlands,Netherlands
175946,GAS NATUNA,525007034,-7.1493002504862115,112.67040517053701,Indonesia,Tanker,At Anchor,2023-12-01 00:01:40,75,75,9143128,Indonesia,Indonesia
175949,KIRAN AUSTRALIA,229602000,-3.9002537595348827,115.74091267418606,Malta,Cargo,At Anchor,2023-12-01 00:01:43,8,8,9576961,Turkey,Malta
175950,ATLAS LINK,525103006,-1.3000352308250225,116.8009128389755,Indonesia,Tanker,At Anchor,2023-12-01 00:01:43,71,71,9643934,Indonesia,Indonesia
175951,SERANG JAYA/PERTAMINA 3011,525008028,-1.3179602203426124,116.96344139137044,Indonesia,Tanker,At Anchor,2023-12-01 00:01:43,30,30,8121173,Indonesia,Indonesia
175952,MARITIM CAKRAWALA,525121054,0.007605050903614459,117.58202088054216,Indonesia,Tanker,At Anchor,2023-12-01 00:01:43,24,24,9755517,Indonesia,Indonesia
175953,RUGUN LATA,525800420,-4.064658784266958,121.57652686297592,Indonesia,Tanker,At Anchor,2023-12-01 00:01:43,190,190,9106340,Indonesia,Indonesia
175954,GAS OLYMPIC,525121024,-6.95346367847666,110.42350715926291,Indonesia,Tanker,Moored,2023-12-01 00:01:46,25,25,9219953,Indonesia,Indonesia
175955,ICE II,352002271,-5.466667400666377,105.31666447797458,Panama,Cargo,Moored,2023-12-01 00:01:46,177,177,9401362,Marshall Islands,Marshall Islands
175956,ALEXANDRIS,477528900,1.2651782472413793,103.90359522706898,Hong Kong,Cargo,At Anchor,2023-12-01 00:01:46,6,4,9452646,Greece,Liberia
175958,GOLDEN FINSBURY,477347700,1.238701296,103.87861164663158,Hong Kong,Cargo,At Anchor,2023-12-01 00:01:47,6,6,9701346,Bermuda,Bermuda
175957,BEST TRADER,351802000,-3.9349841664634138,115.7606294312195,Panama,Cargo,At Anchor,2023-12-01 00:01:47,4,4,9156278,"China, People's Republic Of","Hong Kong, China"
175960,HABCO AQUILA,525121040,-2.1431735132876715,104.9882420061644,Indonesia,Cargo,At Anchor,2023-12-01 00:01:48,5,5,9477684,Indonesia,Indonesia
175959,GOLDEN ROSE,525401543,-3.727393537643172,114.4715124838987,Indonesia,Cargo,At Anchor,2023-12-01 00:01:48,36,36,9457866,Indonesia,Indonesia
175961,SEAWAYS DIAMOND HEAD,538006447,1.271589499892473,103.9673133529032,Marshall Islands,Tanker,At Anchor,2023-12-01 00:01:49,6,6,9727039,Malta,Malta
175962,CHUN HUA 668,667001799,1.1721871508609272,103.9452347139976,Sierra Leone,Cargo,At Anchor,2023-12-01 00:01:49,127,127,1030428,Indonesia,Indonesia
175963,MAHAKAMAH I,525003540,-3.6647797275510205,128.17423846959184,Indonesia,Tanker,Moored,2023-12-01 00:01:50,9,9,9219264,Indonesia,Indonesia
