,ShipName,mmsi,avg_lat,avg_lng,flag_country,vessel_type,mode_nav_status,obs_time,time_lower,time_upper,imo,RegisteredOwnerCountryofDomicile,RegisteredOwnerCountryOfRegistration
35834,PANCAR INDAH,525012198,-8.157754165,114.4357933,Indonesia,Passenger,Underway Sailing,25/10/2023 22:26,0.7,0.05,8670772,Indonesia,Indonesia
35835,SABUK NUSANTARA 103,525101077,-3.700548333,128.1637939,Indonesia,Passenger,Under Way Using Engine,25/10/2023 22:30,8.7,8.483333333,9813773,Indonesia,Indonesia
35836,JAMBO VI,525009306,-8.14554333,114.4022517,Indonesia,Passenger,Under Way Using Engine,25/10/2023 22:56,0.833333333,0,8742800,Indonesia,Indonesia
35837,GARDA MARITIM 7,525201927,0.76166667,127.375,Indonesia,Passenger,Under Way Using Engine,25/10/2023 23:06,0.716666667,0,9926879,Indonesia,Indonesia
35838,QUEEN STAR 1,566155000,1.1344,104.0556883,Singapore,Passenger,Moored,25/10/2023 23:09,9.35,0,9571014,Singapore,Singapore
35839,SUMBER BERKAT II,525200003,-8.161813336,114.4336283,Indonesia,Passenger,At Anchor,25/10/2023 23:16,1.133333333,0.45,9843613,Indonesia,Indonesia
35840,TATAMAILAU,525005012,-2.931774014,132.3083689,Indonesia,Passenger,Moored,25/10/2023 23:20,2.666666667,2.416666667,8915639,Indonesia,Indonesia
35841,PRIMA NUSANTARA,525002085,-8.73,116.0766667,Indonesia,Passenger,Under Way Using Engine,25/10/2023 23:24,1.5,1.15,6911691,Indonesia,Indonesia
35842,AGUNG SAMUDERA XVIII,525003322,-8.145742334,114.4030893,Indonesia,Passenger,Underway Sailing,25/10/2023 23:30,0.9,0.65,9772424,Indonesia,Indonesia
35843,HAI DA,525401537,-7.194166665,112.7316667,Indonesia,Passenger,Under Way Using Engine,25/10/2023 23:31,63.91666667,0.05,8920165,Indonesia,Indonesia
35844,JAMBO IX,525100113,-8.14177833,114.40538,Indonesia,Passenger,Under Way Using Engine,25/10/2023 23:35,24.38333333,0,9801940,Indonesia,Indonesia
35845,WIRA NAULI,525201708,1.72666667,98.78666667,Indonesia,Passenger,At Anchor,25/10/2023 23:48,24.46666667,15.36666667,9921051,Indonesia,Indonesia
35846,PANCAR INDAH,525012198,-8.145334165,114.4034542,Indonesia,Passenger,Underway Sailing,25/10/2023 23:50,0.683333333,0.1,8670772,Indonesia,Indonesia
35847,DLN MANDALIKA,525501907,-7.069425,112.6629242,Indonesia,Passenger,Under Way Using Engine,26/10/2023 00:02,1.3,1.166666667,9979400,Indonesia,Indonesia
35848,GARDA MARITIM 7,525201927,0.736830835,127.3849708,Indonesia,Passenger,Under Way Using Engine,26/10/2023 00:03,0.95,0,9926879,Indonesia,Indonesia
35849,WIRA BERLIAN,525300391,-5.901296113,105.966855,Indonesia,Passenger,Under Way Using Engine,26/10/2023 00:16,0.666666667,0.55,9875812,Indonesia,Indonesia
35850,SUMBER BERKAT II,525200003,-8.148379268,114.4018534,Indonesia,Passenger,At Anchor,26/10/2023 00:22,11.86666667,11.43333333,9843613,Indonesia,Indonesia
35851,GILIMANUK,525019469,-8.122777915,114.4105712,Indonesia,Passenger,Underway Sailing,26/10/2023 00:35,0.666666667,0.333333333,7204590,Indonesia,Indonesia
35852,PEACOCK SATU,525004085,0.16527381,117.4872757,Indonesia,Passenger,Under Way Using Engine,26/10/2023 00:52,8.966666667,6.616666667,9505766,Indonesia,Indonesia
35853,KASUARI PASIFIK IV,525016581,-0.904393333,134.0404017,Indonesia,Passenger,Under Way Using Engine,26/10/2023 01:02,3.15,3.05,8746337,Indonesia,Indonesia
35854,SABUK NUSANTARA 78,525101068,-0.953175,122.7955409,Indonesia,Passenger,Moored,26/10/2023 01:17,439.4,1.6,9828259,Indonesia,Indonesia
35855,CITRA MANDALA SAKTI,525002096,-8.11996667,114.4051667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 01:19,23.06666667,22.7,6804472,Indonesia,Indonesia
35856,PANCAR INDAH,525012198,-8.15898833,114.4373058,Indonesia,Passenger,Underway Sailing,26/10/2023 01:23,0.783333333,0.016666667,8670772,Indonesia,Indonesia
35857,SWARNA BAHTERA,525002125,-1.262196609,116.7977248,Indonesia,Passenger,Moored,26/10/2023 01:29,23.78333333,23.2,8905165,Indonesia,Indonesia
35858,TITIAN MURNI,525002061,-5.937299583,105.9963033,Indonesia,Passenger,Underway Sailing,26/10/2023 01:42,1.5,0.2,6725523,Indonesia,Indonesia
35859,AGUNG SAMUDERA XVIII,525003322,-8.14099833,114.4029083,Indonesia,Passenger,Underway Sailing,26/10/2023 02:00,22.8,22.71666667,9772424,Indonesia,Indonesia
35860,AGUNG SAMUDRA IX,525018104,-8.14544333,114.40217,Indonesia,Passenger,Under Way Using Engine,26/10/2023 02:02,25.8,0,9669354,Indonesia,Indonesia
35861,DLN MANDALIKA,525501907,-7.195167,112.731742,Indonesia,Passenger,Under Way Using Engine,26/10/2023 02:17,5.6,5.466666667,9979400,Indonesia,Indonesia
35862,ALCOR,563061400,1.123715,103.9237467,Singapore,Passenger,Under Way Using Engine,26/10/2023 02:30,3.833333333,3.75,9771585,Saudi Arabia,Saudi Arabia
35863,WIRA BERLIAN,525300391,-5.92333333,105.9916667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 02:34,0.8,0,9875812,Indonesia,Indonesia
35864,PANCAR INDAH,525012198,-8.144166665,114.4025,Indonesia,Passenger,Underway Sailing,26/10/2023 02:48,0.716666667,0.05,8670772,Indonesia,Indonesia
35865,LEUSER,525005003,-8.445555557,118.7105556,Indonesia,Passenger,Under Way Using Engine,26/10/2023 02:59,4.3,4.2,9032159,Indonesia,Indonesia
35866,MUSTHIKA KENCANA,525015381,-5.913418333,105.9850956,Indonesia,Passenger,Underway Sailing,26/10/2023 02:59,0.55,0.433333333,9042881,Indonesia,Indonesia
35867,WIRA BERLIAN,525300391,-5.933897465,105.9801283,Indonesia,Passenger,At Anchor,26/10/2023 03:06,35.88333333,35.58333333,9875812,Indonesia,Indonesia
35868,BAHTERA NUSANTARA 02,525101151,-3.693475314,128.1750104,Indonesia,Passenger,Moored,26/10/2023 03:06,9.95,9.066666667,9879985,Indonesia,Indonesia
35869,PANCAR INDAH,525012198,-8.15825111,114.4364356,Indonesia,Passenger,Underway Sailing,26/10/2023 03:36,0.866666667,0.75,8670772,Indonesia,Indonesia
35870,TUNU PRATAMA JAYA 3888,525100465,-8.15833333,114.4366667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 03:40,1.1,0.9,8984381,Indonesia,Indonesia
35871,GOROPA,525019301,-1.20178667,116.8123567,Indonesia,Passenger,Underway Sailing,26/10/2023 04:06,0.833333333,0,8874744,Indonesia,Indonesia
35872,SURYA AYLA,525401189,-8.159166665,114.4341667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 04:15,0.65,0.55,9939711,Indonesia,Indonesia
35873,GARDA MARITIM 3,525101263,-10.21555556,123.5183333,Indonesia,Passenger,Underway Sailing,26/10/2023 04:47,3.05,2.9,9910686,Indonesia,Indonesia
35874,SEAFLYTE,525023095,1.18833333,104.0933333,Indonesia,Passenger,Under Way Using Engine,26/10/2023 04:55,0.5,0,8623248,Indonesia,Indonesia
35875,SABUK NUSANTARA 42,525001103,-0.885237962,131.2466319,Indonesia,Passenger,Under Way Using Engine,26/10/2023 04:57,5.383333333,5.3,8689022,Indonesia,Indonesia
35876,LEGUNDI,525001125,-5.935,105.9983333,Indonesia,Passenger,Under Way Using Engine,26/10/2023 05:03,1.3,1.15,9765665,Indonesia,Indonesia
35877,TRISILA BHAKTI I,525003159,-8.16,114.4333333,Indonesia,Passenger,Under Way Using Engine,26/10/2023 05:03,0.6,0.5,8997493,Indonesia,Indonesia
35878,MUSTHIKA KENCANA,525015381,-5.925084443,105.9921417,Indonesia,Passenger,Underway Sailing,26/10/2023 05:08,1.266666667,0.083333333,9042881,Indonesia,Indonesia
35879,BINAIYA,525005004,-5.122653621,119.4073199,Indonesia,Passenger,Moored,26/10/2023 05:35,6.183333333,5.666666667,9032161,Indonesia,Indonesia
35880,SURYA AYLA,525401189,-8.142469585,114.4030879,Indonesia,Passenger,Under Way Using Engine,26/10/2023 05:35,0.85,0.716666667,9939711,Indonesia,Indonesia
35881,TRI SAKTI ADINDA,525018027,-8.14411833,114.4053958,Indonesia,Passenger,Under Way Using Engine,26/10/2023 06:22,2.8,0.85,8736899,Indonesia,Indonesia
35882,GARDA MARITIM 7,525201927,0.766883903,127.3820637,Indonesia,Passenger,At Anchor,26/10/2023 06:51,3.7,3.5,9926879,Indonesia,Indonesia
35883,TUNU PRATAMA JAYA 3888,525100465,-8.158901663,114.4370933,Indonesia,Passenger,Under Way Using Engine,26/10/2023 07:05,1.266666667,0.7,8984381,Indonesia,Indonesia
35884,SABUK NUSANTARA 83,525101124,-1.59166667,123.4966667,Indonesia,Passenger,Moored,26/10/2023 07:22,5.9,4.9,9848041,Indonesia,Indonesia
35885,JAGANTARA,525019408,-5.927540557,105.9931161,Indonesia,Passenger,At Anchor,26/10/2023 07:28,6.1,1.2,8324074,Indonesia,Indonesia
35886,SABUK NUSANTARA 58,525001186,-2.54420833,140.7122033,Indonesia,Passenger,Underway Sailing,26/10/2023 07:42,47.31666667,0,9803508,Indonesia,Indonesia
35887,SABUK NUSANTARA 103,525101077,-3.648886227,128.2020587,Indonesia,Passenger,At Anchor,26/10/2023 07:46,38.96666667,38.21666667,9813773,Indonesia,Indonesia
35888,S JAVA SEA,525501171,-7.10527333,112.66888,Indonesia,Passenger,Under Way Using Engine,26/10/2023 07:49,46.1,0,9974917,Indonesia,Indonesia
35889,NUSA DUA,525004268,-8.157735,114.4324833,Indonesia,Passenger,Under Way Using Engine,26/10/2023 08:01,1.016666667,0,8314706,Indonesia,Indonesia
35890,DHARMA KARTIKA 2,525501474,-3.32666667,114.5555556,Indonesia,Passenger,Under Way Using Engine,26/10/2023 08:07,6.15,6.1,9162162,Indonesia,Indonesia
35891,WHITE MANTA,525600308,-3.671984248,128.1850536,Indonesia,Passenger,At Anchor,26/10/2023 08:23,12,11.91666667,9876153,Indonesia,Indonesia
35892,KIRANA,525015376,-7.194051667,112.7316556,Indonesia,Passenger,Under Way Using Engine,26/10/2023 08:29,2.75,2.65,8017671,Indonesia,Indonesia
35893,SURYA AYLA,525401189,-8.143520833,114.4040796,Indonesia,Passenger,Under Way Using Engine,26/10/2023 08:37,0.766666667,0.683333333,9939711,Indonesia,Indonesia
35894,SMS SWAKARYA,525019060,-8.14887333,114.407135,Indonesia,Passenger,Under Way Using Engine,26/10/2023 09:05,1,0,8981573,Indonesia,Indonesia
35895,TRISILA BHAKTI I,525003159,-8.146483337,114.4051467,Indonesia,Passenger,Under Way Using Engine,26/10/2023 09:15,0.866666667,0.25,8997493,Indonesia,Indonesia
35896,PANCAR INDAH,525012198,-8.158707777,114.4342861,Indonesia,Passenger,Underway Sailing,26/10/2023 09:49,0.533333333,0.05,8670772,Indonesia,Indonesia
35897,PANCAR INDAH,525012198,-8.15894083,114.4368825,Indonesia,Passenger,Underway Sailing,26/10/2023 09:55,0.566666667,0.483333333,8670772,Indonesia,Indonesia
35898,JAMBO VI,525009306,-8.14603833,114.4029717,Indonesia,Passenger,Under Way Using Engine,26/10/2023 10:09,1,0,8742800,Indonesia,Indonesia
35899,NUSA DUA,525004268,-8.14187667,114.402535,Indonesia,Passenger,Under Way Using Engine,26/10/2023 10:14,0.85,0,8314706,Indonesia,Indonesia
35900,GAMBOLO,525021130,-1.030833335,100.3975,Indonesia,Passenger,Underway Sailing,26/10/2023 10:29,12.8,0.05,8668846,Indonesia,Indonesia
35901,GARDA MARITIM 7,525201927,0.762003811,127.3761645,Indonesia,Passenger,At Anchor,26/10/2023 10:33,1.3,1.2,9926879,Indonesia,Indonesia
35902,DHARMA RUCITRA 9,525100991,-6.947142414,110.4236813,Indonesia,Passenger,Moored,26/10/2023 10:43,66.95,17.3,9044516,Indonesia,Indonesia
35903,TRISILA BHAKTI II,525016532,-8.15593167,114.4337583,Indonesia,Passenger,Under Way Using Engine,26/10/2023 10:45,0.85,0,8741973,Indonesia,Indonesia
35904,SABUK NUSANTARA 97,525200047,0.854166665,122.8966667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 10:53,61.15,0.05,9821184,Indonesia,Indonesia
35905,BARAU,525019443,1.033075835,104.1327975,Indonesia,Passenger,Underway Sailing,26/10/2023 11:01,13.35,13.25,8994544,Indonesia,Indonesia
35906,LEGUNDI,525001125,-5.933333335,105.9958333,Indonesia,Passenger,Under Way Using Engine,26/10/2023 11:03,1.2,0.05,9765665,Indonesia,Indonesia
35907,TILONGKABILA,525005016,0.504132223,123.0597322,Indonesia,Passenger,Under Way Using Engine,26/10/2023 11:08,1.766666667,0.066666667,9102760,Indonesia,Indonesia
35908,ELYSIA,525006235,-5.930273335,105.9683183,Indonesia,Passenger,Under Way Using Engine,26/10/2023 11:13,0.666666667,0.333333333,8613580,Indonesia,Indonesia
35909,SURYA AYLA,525401189,-8.142765,114.4067717,Indonesia,Passenger,Under Way Using Engine,26/10/2023 11:16,0.5,0.4,9939711,Indonesia,Indonesia
35910,KIRANA,525015376,-7.188089738,112.7272949,Indonesia,Passenger,At Anchor,26/10/2023 11:19,5.116666667,4.766666667,8017671,Indonesia,Indonesia
35911,KARYA MARITIM III,525024403,-8.1622575,114.4346317,Indonesia,Passenger,Underway Sailing,26/10/2023 11:40,0.85,0.5,8673580,Indonesia,Indonesia
35912,PANCAR INDAH,525012198,-8.14625417,114.402855,Indonesia,Passenger,Underway Sailing,26/10/2023 11:58,0.85,0.1,8670772,Indonesia,Indonesia
35913,KIRANA VII,525301379,-8.730892777,116.0728933,Indonesia,Passenger,Under Way Using Engine,26/10/2023 12:06,2.65,2.533333333,9950662,Indonesia,Indonesia
35914,SUMBER BERKAT II,525200003,-8.125082663,114.4010151,Indonesia,Passenger,At Anchor,26/10/2023 12:09,11.43333333,10.98333333,9843613,Indonesia,Indonesia
35915,SMS SWAKARYA,525019060,-8.14546833,114.4019133,Indonesia,Passenger,Under Way Using Engine,26/10/2023 12:18,0.833333333,0,8981573,Indonesia,Indonesia
35916,BATAMFAST 18,566357000,1.131679583,104.0550179,Singapore,Passenger,Moored,26/10/2023 12:33,13.46666667,0.75,9106120,Singapore,Singapore
35917,WILIS,525005038,-5.120939447,119.4061111,Indonesia,Passenger,Under Way Using Engine,26/10/2023 12:36,11.5,0.1,9157210,Indonesia,Indonesia
35918,PANCAR INDAH,525012198,-8.159336665,114.4357083,Indonesia,Passenger,Underway Sailing,26/10/2023 12:42,0.933333333,0.616666667,8670772,Indonesia,Indonesia
35919,JET RAIDER,564884000,1.131602556,104.0548863,Singapore,Passenger,Moored,26/10/2023 12:48,15.25,10.2,9035735,Singapore,Singapore
35920,NUSA JAYA,525017091,-5.92390667,105.9924983,Indonesia,Passenger,Under Way Using Engine,26/10/2023 12:50,1.35,0,8703309,Indonesia,Indonesia
35921,COCABORA,525016407,-1.35389,116.8338767,Indonesia,Passenger,Under Way Using Engine,26/10/2023 12:51,0.666666667,0.166666667,9491329,Indonesia,Indonesia
35922,DUTA BANTEN,525019409,-5.910915833,105.9827154,Indonesia,Passenger,Under Way Using Engine,26/10/2023 12:58,0.616666667,0.216666667,7909061,Indonesia,Indonesia
35923,TUNU PRATAMA JAYA 3888,525100465,-8.15977889,114.4363556,Indonesia,Passenger,Under Way Using Engine,26/10/2023 12:58,0.9,0.783333333,8984381,Indonesia,Indonesia
35924,MUTIARA SENTOSA III,525010356,-8.74342833,116.0615883,Indonesia,Passenger,Under Way Using Engine,26/10/2023 13:02,14.3,0,9021394,Indonesia,Indonesia
35925,TRISILA BHAKTI I,525003159,-8.14377,114.40294,Indonesia,Passenger,Under Way Using Engine,26/10/2023 13:08,0.733333333,0.033333333,8997493,Indonesia,Indonesia
35926,SURYA AYLA,525401189,-8.15833333,114.4316667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 13:09,1.066666667,0,9939711,Indonesia,Indonesia
35927,KARYA MARITIM III,525024403,-8.14494167,114.4022967,Indonesia,Passenger,Underway Sailing,26/10/2023 13:11,1,0,8673580,Indonesia,Indonesia
35928,SALVINO,525007397,-5.92403875,105.9927825,Indonesia,Passenger,At Anchor,26/10/2023 13:16,6.566666667,0.6,8672861,Indonesia,Indonesia
35929,JAGANTARA,525019408,-5.936476665,105.9570308,Indonesia,Passenger,At Anchor,26/10/2023 13:35,1.633333333,0.6,8324074,Indonesia,Indonesia
35930,PERMATA LESTARI V,525100956,0.7632675,127.3756975,Indonesia,Passenger,At Anchor,26/10/2023 13:50,11.36666667,0.2,8980488,Indonesia,Indonesia
35931,SURYA AYLA,525401189,-8.14437611,114.4107128,Indonesia,Passenger,Under Way Using Engine,26/10/2023 14:15,1.366666667,1.216666667,9939711,Indonesia,Indonesia
35932,PANCAR INDAH,525012198,-8.14666667,114.4016667,Indonesia,Passenger,Underway Sailing,26/10/2023 14:15,0.816666667,0,8670772,Indonesia,Indonesia
35933,SUMBER BERKAT I,525021371,-8.144479165,114.4031733,Indonesia,Passenger,Under Way Using Engine,26/10/2023 14:15,2.316666667,0.066666667,9775488,Indonesia,Indonesia
35934,LEUSER,525005003,-8.49333333,119.8741667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 14:31,1.95,1.8,9032159,Indonesia,Indonesia
35935,CAITLYN 7,525200335,-5.925,105.9908333,Indonesia,Passenger,Underway Sailing,26/10/2023 14:37,1.266666667,0.05,9836000,Indonesia,Indonesia
35936,DOBONSOLO,525005002,-3.693386357,128.1750161,Indonesia,Passenger,Moored,26/10/2023 14:43,3.85,3.45,9032147,Indonesia,Indonesia
35937,JAMBO VI,525009306,-8.15994333,114.4381717,Indonesia,Passenger,Under Way Using Engine,26/10/2023 14:53,1.116666667,0,8742800,Indonesia,Indonesia
35938,LEGUNDI,525001125,-5.935,105.9977778,Indonesia,Passenger,Under Way Using Engine,26/10/2023 15:09,1.1,1,9765665,Indonesia,Indonesia
35939,JAGANTARA,525019408,-5.927548461,105.9930215,Indonesia,Passenger,At Anchor,26/10/2023 15:13,13.01666667,7.816666667,8324074,Indonesia,Indonesia
35940,ALS ELVINA,525100582,-5.93487611,105.9642244,Indonesia,Passenger,Underway Sailing,26/10/2023 15:19,1.533333333,0.683333333,9807217,Indonesia,Indonesia
35941,SALVATORE I,525010222,-5.92284111,105.9909256,Indonesia,Passenger,Underway Sailing,26/10/2023 15:35,1.366666667,1.316666667,9454060,Colombia,Colombia
35942,KIRANA II,525015377,-5.93693833,105.9587133,Indonesia,Passenger,Under Way Using Engine,26/10/2023 15:54,0.5,0,7320186,Indonesia,Indonesia
35943,TRISILA BHAKTI I,525003159,-8.143522777,114.4032622,Indonesia,Passenger,Under Way Using Engine,26/10/2023 16:03,0.766666667,0.05,8997493,Indonesia,Indonesia
35944,KARYA MARITIM III,525024403,-8.143838335,114.4042825,Indonesia,Passenger,Underway Sailing,26/10/2023 16:03,1.35,0.75,8673580,Indonesia,Indonesia
35945,JAMBO VI,525009306,-8.14520833,114.4041725,Indonesia,Passenger,Under Way Using Engine,26/10/2023 16:20,1.016666667,0.666666667,8742800,Indonesia,Indonesia
35946,GARDA MARITIM 7,525201927,0.766256437,127.3812397,Indonesia,Passenger,At Anchor,26/10/2023 16:24,4.816666667,4.45,9926879,Indonesia,Indonesia
35947,MARINA PRATAMA,525002076,-8.123866473,114.401885,Indonesia,Passenger,At Anchor,26/10/2023 16:25,18.65,18.06666667,7231438,Indonesia,Indonesia
35948,TITIAN MURNI,525002061,-5.959614165,105.9807733,Indonesia,Passenger,Underway Sailing,26/10/2023 16:28,0.583333333,0.05,6725523,Indonesia,Indonesia
35949,KIRANA,525015376,-7.195633381,112.7318128,Indonesia,Passenger,At Anchor,26/10/2023 16:29,5.866666667,5.716666667,8017671,Indonesia,Indonesia
35950,TITIAN MURNI,525002061,-5.955003639,105.9835655,Indonesia,Passenger,At Anchor,26/10/2023 17:03,114.6666667,114.5666667,6725523,Indonesia,Indonesia
35951,PANCAR INDAH,525012198,-8.145190418,114.4028308,Indonesia,Passenger,Underway Sailing,26/10/2023 17:14,1.35,0.8,8670772,Indonesia,Indonesia
35952,DLN OASIS,525300929,-7.195,112.7333333,Indonesia,Passenger,Underway Sailing,26/10/2023 17:30,5.033333333,0,9869502,Indonesia,Indonesia
35953,TUNU PRATAMA JAYA 3888,525100465,-8.14395125,114.4023833,Indonesia,Passenger,Under Way Using Engine,26/10/2023 17:32,0.9,0.8,8984381,Indonesia,Indonesia
35954,NIKI SEJAHTERA,525100334,-7.196739942,112.7301659,Indonesia,Passenger,Moored,26/10/2023 17:39,8.1,7,8908789,Indonesia,Indonesia
35955,KALIBODRI,525016682,-6.9151725,110.2869342,Indonesia,Passenger,Underway Sailing,26/10/2023 18:17,120.2833333,120.2,9607849,Indonesia,Indonesia
35956,TRISILA BHAKTI I,525003159,-8.145833335,114.4058333,Indonesia,Passenger,Under Way Using Engine,26/10/2023 18:21,0.8,0.15,8997493,Indonesia,Indonesia
35957,VIRGO 18,525006222,-5.928934672,105.9746952,Indonesia,Passenger,At Anchor,26/10/2023 18:38,15.56666667,14.8,8921755,Indonesia,Indonesia
35958,PUTRI YASMIN,525010084,-8.73,116.0758333,Indonesia,Passenger,Under Way Using Engine,26/10/2023 18:40,0.75,0.05,9037575,Indonesia,Indonesia
35959,AGUNG SAMUDRA IX,525018104,-8.16018333,114.43815,Indonesia,Passenger,Under Way Using Engine,26/10/2023 18:46,0.75,0,9669354,Indonesia,Indonesia
35960,JAMBO VI,525009306,-8.145510835,114.4046592,Indonesia,Passenger,Under Way Using Engine,26/10/2023 19:13,1.15,0.85,8742800,Indonesia,Indonesia
35961,GOROPA,525019301,-1.2009525,116.8162025,Indonesia,Passenger,Underway Sailing,26/10/2023 19:39,0.9,0.016666667,8874744,Indonesia,Indonesia
35962,LEGUNDI,525001125,-5.94242389,105.9889878,Indonesia,Passenger,Under Way Using Engine,26/10/2023 19:48,1.35,0.116666667,9765665,Indonesia,Indonesia
35963,SURYA AYLA,525401189,-8.160424443,114.4343589,Indonesia,Passenger,Under Way Using Engine,26/10/2023 19:49,0.766666667,0.05,9939711,Indonesia,Indonesia
35964,SALVINO,525007397,-5.916295,105.9907317,Indonesia,Passenger,At Anchor,26/10/2023 19:50,0.666666667,0,8672861,Indonesia,Indonesia
35965,KARYA MARITIM II,525003411,-8.14459,114.4079133,Indonesia,Passenger,Under Way Using Engine,26/10/2023 19:52,1.166666667,0,8691013,Indonesia,Indonesia
35966,PORT LINK III,525005177,-5.936295,105.9979142,Indonesia,Passenger,Under Way Using Engine,26/10/2023 19:54,1.516666667,0.033333333,8604333,Indonesia,Indonesia
35967,PERKASA PRIMA 05,525005368,-8.159971665,114.4374533,Indonesia,Passenger,Under Way Using Engine,26/10/2023 19:55,0.716666667,0.05,8997223,Indonesia,Indonesia
35968,PANCAR INDAH,525012198,-8.145272223,114.4043411,Indonesia,Passenger,Underway Sailing,26/10/2023 20:19,0.716666667,0.05,8670772,Indonesia,Indonesia
35969,GARDA MARITIM 5,525101904,-3.66041389,128.2029839,Indonesia,Passenger,Underway Sailing,26/10/2023 20:22,15.88333333,15.7,9910818,Indonesia,Indonesia
35970,TUNU PRATAMA JAYA 3888,525100465,-8.145,114.4041667,Indonesia,Passenger,Under Way Using Engine,26/10/2023 20:32,0.85,0.05,8984381,Indonesia,Indonesia
35971,SALVINO,525007397,-5.924118333,105.9926612,Indonesia,Passenger,At Anchor,26/10/2023 20:37,18.13333333,6.366666667,8672861,Indonesia,Indonesia
35972,TRIMAS LAILA,525018455,-8.73,116.0766667,Indonesia,Passenger,Underway Sailing,26/10/2023 20:53,0.75,0,8666422,Indonesia,Indonesia
35973,MILA UTAMA,525100085,-3.327878282,114.55763,Indonesia,Passenger,Moored,26/10/2023 21:09,27.33333333,6.283333333,8808082,Indonesia,Indonesia
35974,GARDA MARITIM 7,525201927,0.762101299,127.3751995,Indonesia,Passenger,At Anchor,26/10/2023 21:18,1.366666667,1,9926879,Indonesia,Indonesia
35975,SURYA AYLA,525401189,-8.141666665,114.4025,Indonesia,Passenger,Under Way Using Engine,26/10/2023 21:21,0.6,0.05,9939711,Indonesia,Indonesia
35976,DHARMA KARTIKA 9,525005194,-1.272403854,116.8055093,Indonesia,Passenger,Moored,26/10/2023 21:22,3.933333333,3.05,9140023,Indonesia,Indonesia
35977,WHITE MANTA,525600308,-3.702516034,128.1067578,Indonesia,Passenger,At Anchor,26/10/2023 21:29,16.25,15.63333333,9876153,Indonesia,Indonesia
35978,DHARMA FERRY,525015930,-1.2003725,116.8183692,Indonesia,Passenger,Under Way Using Engine,26/10/2023 21:35,0.85,0.516666667,8300286,Indonesia,Indonesia
35979,MUSTHIKA KENCANA,525012039,4.146938335,117.6673208,Indonesia,Passenger,Under Way Using Engine,26/10/2023 21:41,36.51666667,30.26666667,9042881,Indonesia,Indonesia
35980,SALVIA,525015359,1.003437666,103.9377543,Indonesia,Passenger,At Anchor,26/10/2023 21:42,45.61666667,26.56666667,8614261,Indonesia,Indonesia
35981,PANCAR INDAH,525012198,-8.158595,114.4367225,Indonesia,Passenger,Underway Sailing,26/10/2023 22:15,0.816666667,0.05,8670772,Indonesia,Indonesia
35982,SURYA AYLA,525401189,-8.160434165,114.4356683,Indonesia,Passenger,Under Way Using Engine,26/10/2023 22:15,0.666666667,0.566666667,9939711,Indonesia,Indonesia
35983,BATU MANDI,525001136,-5.935,105.9977778,Indonesia,Passenger,Under Way Using Engine,26/10/2023 22:18,1.25,1.15,9759733,Indonesia,Indonesia
35984,ROYCE I,525100336,-5.929639165,105.9939908,Indonesia,Passenger,At Anchor,26/10/2023 22:21,7.566666667,0.2,9807205,Indonesia,Indonesia
35985,EGON,525005045,-4.012222223,119.6172222,Indonesia,Passenger,Under Way Using Engine,26/10/2023 22:24,2.9,2.8,9032719,Indonesia,Indonesia
35986,LE LAPEROUSE,578000900,-4.518281289,129.8950104,Wallis and Futuna Islands,Passenger,At Anchor,26/10/2023 22:29,4.85,4.65,9814026,France,France
35987,SALVATORE I,525010222,-5.92281125,105.991315,Indonesia,Passenger,Underway Sailing,26/10/2023 22:45,1.516666667,1.383333333,9454060,Colombia,Colombia
35988,MADANI,525077884,1.44096833,125.2019525,Indonesia,Passenger,Under Way Using Engine,26/10/2023 22:46,17.21666667,15.7,9210581,Indonesia,Indonesia
35989,SABUK NUSANTARA 66,525101036,-5.126428161,119.4075601,Indonesia,Passenger,Moored,26/10/2023 23:00,36.73333333,25.61666667,9808077,Indonesia,Indonesia
35990,RHAMA GIRI NUSA,525021167,-8.73,116.0766667,Indonesia,Passenger,Underway Sailing,26/10/2023 23:08,1.433333333,0,8839316,Indonesia,Indonesia
35991,BAHTERA NUSANTARA 02,525101151,-4.52333333,129.8966458,Indonesia,Passenger,Moored,26/10/2023 23:24,23.05,5.65,9879985,Indonesia,Indonesia
35992,GOROPA,525019301,-1.236757223,116.7810761,Indonesia,Passenger,Underway Sailing,26/10/2023 23:33,1.166666667,0.866666667,8874744,Indonesia,Indonesia
35993,PANCAR INDAH,525012198,-8.145231667,114.4031917,Indonesia,Passenger,Underway Sailing,26/10/2023 23:38,0.75,0.1,8670772,Indonesia,Indonesia
35994,SUMBER BERKAT II,525200003,-8.143491387,114.4016722,Indonesia,Passenger,At Anchor,27/10/2023 00:01,1.133333333,0.25,9843613,Indonesia,Indonesia
35995,PANCAR INDAH,525012198,-8.158680476,114.4359843,Indonesia,Passenger,Underway Sailing,27/10/2023 00:02,0.583333333,0.5,8670772,Indonesia,Indonesia
35996,WIRA NAULI,525201708,1.305,97.61,Indonesia,Passenger,At Anchor,27/10/2023 00:04,23.46666667,15.06666667,9921051,Indonesia,Indonesia
