,h3_index_int,mmsi,imo,length,width,vessel_type,vessel_type_main,obs_time,flag_country,source,destination,time_lower,time_upper,unix_trigger,avg_unix,unix_disarm,sd_lat,sd_lng,trigger_lat,trigger_lng,avg_lat,avg_lng,disarm_lat,disarm_lng,mode_nav_status,obs_nav_status,state_initial,state_final,obs_count,is_valid,geom_wkt,wkt_avg_pt,imo_ihs,ShipName,mmsi_ihs,RegisteredOwnerCountryOfRegistration,RegisteredOwnerCountryofDomicile,Tonnagesystem69convention,GrossTonnage,Deadweight,ShiptypeLevel5,shipSource,Hirarki_1,Prov_ID,Kode
5315,624129377550041087,525018455,8666422,86.0,16.0,Passenger,Passenger Ship,2023-10-08 20:19:25,Indonesia,S-AIS,LEMBAR,1.2333333333333334,0.05,1696796365,1696796454,1696796544,0.0,0.0,-8.73,116.07666667,-8.73,116.07666667,-8.73,116.07666667,Underway Sailing,2,2,2,2,valid,"LINESTRING (116.07666667 -8.73, 116.07666667 -8.73,116.07666667 -8.73)",POINT (116.07666667 -8.73),8666422,TRIMAS LAILA,525018455.0,Indonesia,Indonesia,I,3006,626,Passenger/Ro-Ro Ship (Vehicles),imo match,2,52,LMR
25844,624129268479819775,525021167,8839316,63.0,12.0,Passenger,,2023-10-08 21:24:49,Indonesia,S-AIS,LEMBAR,0.65,0.55,1696800289,1696801642,1696802261,0.0008900000000000575,0.0011475317319982956,-8.73166667,116.07,-8.732111669999998,116.07097375000001,-8.73166667,116.07166667,Underway Sailing,4,2,2,4,valid,"LINESTRING (116.07 -8.73166667, 116.07097375000001 -8.732111669999998,116.07166667 -8.73166667)",POINT (116.07097375000001 -8.732111669999998),8839316,RHAMA GIRI NUSA,525021167.0,Indonesia,Indonesia,I,1494,230,Passenger Ship,imo match,2,52,LMR
6313,623960961471709183,525007392,9016715,116.0,18.0,Passenger,Passenger Ship,2023-10-08 21:33:31,Indonesia,S-AIS,MERAK,1.3166666666666667,1.15,1696800811,1696802265,1696804951,0.0010942499012107252,0.0007370799946648048,-5.925,105.99166667,-5.924576109999999,105.99209222333333,-5.92333333,105.99166667,Underway Sailing,2,2,2,3,valid,"LINESTRING (105.99166667 -5.925, 105.99209222333333 -5.924576109999999,105.99166667 -5.92333333)",POINT (105.99209222333333 -5.924576109999999),9016715,TRIMAS KANAYA,525007392.0,Indonesia,Indonesia,I,6547,1300,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
17715,623337134744043519,525002125,8905165,93.0,16.0,Passenger,Ro Ro Cargo Ship,2023-10-08 21:48:29,Indonesia,T-AIS,SEMAYANG BPPN,18.616666666666667,18.133333333333333,1696801709,1696832993,1696867002,9.094548149412351e-05,0.0003300420888073827,-1.27253833,116.80544667,-1.2725244254022987,116.80540524885056,-1.27329,116.80236333,Moored,86,2,2,87,valid,"LINESTRING (116.80544667 -1.27253833, 116.80540524885056 -1.2725244254022987,116.80236333 -1.27329)",POINT (116.80540524885056 -1.2725244254022987),8905165,SWARNA BAHTERA,525002125.0,Indonesia,Indonesia,I,3950,2181,Vehicles Carrier,imo match,1,64,BPN
26410,623960961468268543,525001068,8822222,126.0,20.0,Passenger,Passenger Ship,2023-10-08 21:52:34,Indonesia,T-AIS,MERAK,1.6166666666666667,0.0,1696801954,1696801954,1696801954,0.0,0.0,-5.9288,105.99205,-5.9288,105.99205,-5.9288,105.99205,Under Way Using Engine,1,2,2,1,invalid,POINT (105.99205 -5.9288),POINT (105.99205 -5.9288),8822222,RAJARAKATA,525001068.0,Indonesia,Indonesia,I,8886,3352,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
21240,624107019944132607,525101076,9813785,70.0,20.0,Passenger,,2023-10-08 22:14:39,Indonesia,S-AIS,SAUMLAKI,108.45,14.95,1696803279,1696830368,1696857107,0.0006760306248645376,0.00042091557526783115,-7.98166667,131.28833333,-7.983043115472636,131.2899419568159,-7.98333333,131.29,At Anchor,201,2,2,201,valid,"LINESTRING (131.28833333 -7.98166667, 131.2899419568159 -7.983043115472636,131.29 -7.98333333)",POINT (131.2899419568159 -7.983043115472636),9813785,SABUK NUSANTARA 104,525101076.0,Indonesia,Indonesia,I,1259,505,General Cargo/Passenger Ship,imo match,2,81,SXK
9759,624119274006675455,255806208,9000168,125.0,20.0,Passenger,,2023-10-08 22:32:04,Madeira,S-AIS,SUMBAWA ISLAND,5.766666666666667,5.65,1696804324,1696814164,1696824717,0.0008076676432733138,0.00019959811013042168,-8.46666667,117.38833333,-8.466037954428572,117.38835594914288,-8.46666667,117.38833333,At Anchor,69,2,2,70,valid,"LINESTRING (117.38833333 -8.46666667, 117.38835594914288 -8.466037954428572,117.38833333 -8.46666667)",POINT (117.38835594914288 -8.466037954428572),9000168,HERITAGE ADVENTURER,255806208.0,Germany,Germany,I,8445,1177,Passenger/Cruise,imo match,2,52,BAD
5840,624129377550041087,525021167,8839316,63.0,12.0,Passenger,,2023-10-08 22:45:23,Indonesia,S-AIS,LEMBAR,0.8666666666666667,0.0,1696805123,1696805123,1696805123,0.0,0.0,-8.73,116.07666667,-8.73,116.07666667,-8.73,116.07666667,Underway Sailing,1,2,2,1,invalid,POINT (116.07666667 -8.73),POINT (116.07666667 -8.73),8839316,RHAMA GIRI NUSA,525021167.0,Indonesia,Indonesia,I,1494,230,Passenger Ship,imo match,2,52,LMR
27164,623960940614615039,525018371,9640229,0.0,0.0,Passenger,Service Ship,2023-10-08 23:11:26,Indonesia,T-AIS,OSES,8.416666666666666,0.0,1696806686,1696806686,1696806686,0.0,0.0,-6.11429167,106.86166667,-6.11429167,106.86166667,-6.11429167,106.86166667,Under Way Using Engine,1,2,2,1,invalid,POINT (106.86166667 -6.11429167),POINT (106.86166667 -6.11429167),9640229,TEGAS JAYA,525018371.0,Indonesia,Indonesia,I,298,100,Crew Boat,imo match,1,31,TPR
2133,623337134750072831,525019301,8874744,105.0,17.0,Passenger,,2023-10-08 23:16:39,Indonesia,T-AIS,KARIANGAU-PENAJAM PP,0.85,0.6666666666666666,1696806999,1696808214,1696809429,0.001522634245132474,0.0006976810477955843,-1.240645,116.77651833,-1.239568335,116.777011665,-1.23849167,116.777505,Underway Sailing,2,2,2,2,valid,"LINESTRING (116.77651833 -1.240645, 116.777011665 -1.239568335,116.777505 -1.23849167)",POINT (116.777011665 -1.239568335),8874744,GOROPA,525019301.0,Indonesia,Indonesia,I,547,0,Passenger Ship,imo match,1,64,BPN
2547,623960961476395007,525001136,9759733,110.0,20.0,Passenger,General Cargo Ship,2023-10-08 23:22:19,Indonesia,T-AIS,BAKAUHENI,1.5333333333333334,0.06666666666666667,1696807339,1696807477,1696807616,0.0015603513208406593,0.001486098037754254,-5.93554,105.99876833,-5.934436665,105.9977175,-5.93333333,105.99666667,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (105.99876833 -5.93554, 105.9977175 -5.934436665,105.99666667 -5.93333333)",POINT (105.9977175 -5.934436665),9759733,BATU MANDI,525001136.0,Indonesia,Indonesia,I,5553,2426,General Cargo/Passenger Ship,imo match,1,36,IBP
1734,623987282463326207,525005194,9140023,154.0,20.0,Passenger,Ro Ro Cargo Ship,2023-10-08 23:50:56,Indonesia,T-AIS,BANJARMASIN,5.766666666666667,3.7,1696809056,1696815705,1696822376,1.2795824085841357e-05,1.7417983968846265e-05,-3.32833833,114.55741,-3.328339911578947,114.55740385894737,-3.32834833,114.55739167,Moored,19,2,2,19,valid,"LINESTRING (114.55741 -3.32833833, 114.55740385894737 -3.328339911578947,114.55739167 -3.32834833)",POINT (114.55740385894737 -3.328339911578947),9140023,DHARMA KARTIKA 9,525005194.0,Indonesia,Indonesia,I,9865,3987,Ro-Ro Cargo Ship,imo match,1,63,BDJ
28009,623281558013771775,525201708,9921051,93.0,18.0,Passenger,,2023-10-09 00:11:06,Indonesia,S-AIS,SIBOLGA,23.266666666666666,15.016666666666667,1696810266,1696836870,1696864333,2.2309945459132076e-16,0.0,1.305,97.61,1.3050000000000002,97.61,1.305,97.61,At Anchor,106,2,2,106,valid,"LINESTRING (97.61 1.305, 97.61 1.3050000000000002,97.61 1.305)",POINT (97.61 1.3050000000000002),9921051,WIRA NAULI,525201708.0,Indonesia,Indonesia,I,2923,2567,Passenger/Ro-Ro Ship (Vehicles),imo match,2,12,GNS
2832,623960961476395007,525001125,9765665,100.0,20.0,Passenger,,2023-10-09 00:42:11,Indonesia,S-AIS,ANCHOR,1.35,0.0,1696812131,1696812131,1696812131,0.0,0.0,-5.935,105.99833333,-5.935,105.99833333,-5.935,105.99833333,Under Way Using Engine,1,2,2,1,invalid,POINT (105.99833333 -5.935),POINT (105.99833333 -5.935),9765665,LEGUNDI,525001125.0,Indonesia,Indonesia,I,5556,1157,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
26510,623960961477017599,525100375,9819478,102.0,18.0,Passenger,Passenger Ship,2023-10-09 01:01:36,Indonesia,T-AIS,MERAK-BAKAU PP,0.9833333333333333,0.13333333333333333,1696813296,1696813557,1696813818,0.0006116473657264453,0.0022014567550750646,-5.931405,105.99684333,-5.930972499999999,105.99528666500001,-5.93054,105.99373,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (105.99684333 -5.931405, 105.99528666500001 -5.930972499999999,105.99373 -5.93054)",POINT (105.99528666500001 -5.930972499999999),9819478,WIRA KENCANA,525100375.0,Indonesia,Indonesia,I,5648,7000,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
27120,623960961405059071,525019467,8612885,147.0,16.0,Passenger,Passenger Ship,2023-10-09 01:15:51,Indonesia,T-AIS,MERAK BKHENI,0.8166666666666667,0.16666666666666666,1696814151,1696814458,1696814766,4.8323677426524216e-05,0.0030888757654544516,-5.90518167,105.985505,-5.9051475,105.987689165,-5.90511333,105.98987333,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (105.985505 -5.90518167, 105.987689165 -5.9051475,105.98987333 -5.90511333)",POINT (105.987689165 -5.9051475),8612885,MENGGALA,525019467.0,Indonesia,Indonesia,I,5277,1654,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
14004,623276214399074303,525200061,9854571,23.0,6.0,Passenger,,2023-10-09 01:43:15,Indonesia,S-AIS,BATAM CENTER,0.9166666666666666,0.8166666666666667,1696815795,1696817609,1696818795,0.0008462320242699247,0.001158880436746127,1.13166667,104.055,1.13235,104.054743332,1.1336,104.0562,Under Way Using Engine,5,2,2,5,valid,"LINESTRING (104.055 1.13166667, 104.054743332 1.13235,104.0562 1.1336)",POINT (104.054743332 1.13235),9854571,MDM EXPRESS,525200061.0,Indonesia,Indonesia,I,206,52,Passenger Ship,imo match,1,21,BUR
19606,623529803964415999,525100956,8980488,0.0,0.0,Passenger,,2023-10-09 02:00:37,Indonesia,T-AIS,BSTNG-SFIFI,2.533333333333333,2.0,1696816837,1696820436,1696824037,0.00018209345310981432,6.995823508517646e-05,0.76646333,127.382365,0.7670013636363637,127.38222015181817,0.76704,127.38223167,At Anchor,11,2,2,11,valid,"LINESTRING (127.382365 0.76646333, 127.38222015181817 0.7670013636363637,127.38223167 0.76704)",POINT (127.38222015181817 0.7670013636363637),8980488,PERMATA LESTARI V,525100956.0,Indonesia,Indonesia,F,625,540,Ro-Ro Cargo Ship,imo match,1,82,TEI
13918,623276214399074303,525100100,8434439,35.0,6.0,Passenger,,2023-10-09 02:50:29,Indonesia,S-AIS,JOHOR BAHRU,1.3666666666666667,0.05,1696819829,1696819922,1696820015,0.001314037744682332,0.0007353910524262664,1.13166667,104.055,1.132595835,104.05552,1.133525,104.05604,Underway Sailing,2,2,2,2,valid,"LINESTRING (104.055 1.13166667, 104.05552 1.132595835,104.05604 1.133525)",POINT (104.05552 1.132595835),8434439,OCEANNA 7,525100100.0,Indonesia,Indonesia,I,131,0,Passenger Ship,imo match,1,21,BUR
18869,623969834795991039,525101090,9848429,63.0,14.0,Passenger,,2023-10-09 02:55:59,Indonesia,T-AIS,PONTIANAK,10.0,9.433333333333334,1696820159,1696836738,1696854151,0.00010196106106339326,0.00011573040397167814,-0.01960167,109.33742333,-0.019544469148936167,109.33744776574468,-0.018875,109.33821833,Moored,46,2,2,47,valid,"LINESTRING (109.33742333 -0.01960167, 109.33744776574468 -0.019544469148936167,109.33821833 -0.018875)",POINT (109.33744776574468 -0.019544469148936167),9848429,SABUK NUSANTARA 80,525101090.0,Indonesia,Indonesia,I,2077,642,General Cargo/Passenger Ship,imo match,1,61,PNK
10728,623986077619650559,525025076,9106649,149.0,24.0,Passenger,Container Ship,2023-10-09 03:16:26,Indonesia,T-AIS,IDSUB,1.25,1.25,1696821386,1696823861,1696825886,9.614566237220958e-06,7.123694740214714e-06,-7.204505,112.723385,-7.20449145625,112.72338437375,-7.2045,112.72338333,Moored,8,1,3,8,valid,"LINESTRING (112.723385 -7.204505, 112.72338437375 -7.20449145625,112.72338333 -7.2045)",POINT (112.72338437375 -7.20449145625),9106649,MERATUS MAMIRI,525025076.0,Indonesia,Indonesia,I,11964,14454,Container Ship (Fully Cellular),imo match,1,35,SUB
3986,623960961468792831,525200126,9835991,106.0,21.0,Passenger,,2023-10-09 03:25:02,Indonesia,S-AIS,MERAK,1.3,1.2166666666666666,1696821902,1696824749,1696826298,0.0007294733183836492,0.0014145302348158298,-5.925,105.99333333,-5.925146666666667,105.99226611,-5.92450167,105.99066167,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (105.99333333 -5.925, 105.99226611 -5.925146666666667,105.99066167 -5.92450167)",POINT (105.99226611 -5.925146666666667),9835991,MUNIC 9,525200126.0,Indonesia,Indonesia,I,8274,2554,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
16827,623530523874361343,525001103,8689022,63.0,12.0,Passenger,,2023-10-09 03:32:33,Indonesia,S-AIS,SORONG,69.76666666666667,69.65,1696822353,1696989381,1697073083,0.0016050337483471623,0.0010961229993234638,-0.84166667,131.23833333,-0.8425933366666666,131.23875555333333,-0.84444667,131.23793333,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (131.23833333 -0.84166667, 131.23875555333333 -0.8425933366666666,131.23793333 -0.84444667)",POINT (131.23875555333333 -0.8425933366666666),8689022,SABUK NUSANTARA 42,525001103.0,Indonesia,Indonesia,I,1206,500,General Cargo/Passenger Ship,imo match,1,92,SOQ
