,h3_index_int,mmsi,imo,length,width,vessel_type,vessel_type_main,obs_time,flag_country,source,destination,time_lower,time_upper,unix_trigger,avg_unix,unix_disarm,sd_lat,sd_lng,trigger_lat,trigger_lng,avg_lat,avg_lng,disarm_lat,disarm_lng,mode_nav_status,obs_nav_status,state_initial,state_final,obs_count,is_valid,geom_wkt,wkt_avg_pt,imo_ihs,ShipName,mmsi_ihs,RegisteredOwnerCountryOfRegistration,RegisteredOwnerCountryofDomicile,Tonnagesystem69convention,GrossTonnage,Deadweight,ShiptypeLevel5,shipSource,Hirarki_1,Prov_ID,Kode
21330,623276214398058495,566357000,9106120,30.0,9.0,Passenger,Passenger Ship,2023-07-14 04:02:59,Singapore,T-AIS,HFC TO BTC RETURN,3.316666666666667,1.7,1689307379,1689310681,1689313547,0.0018538788855352053,0.00024243015413059405,1.13493333,104.05514,1.1338166666666667,104.05511777666668,1.13167667,104.054865,Underway Sailing,3,2,2,3,valid,"LINESTRING (104.05514 1.13493333, 104.05511777666668 1.1338166666666667,104.054865 1.13167667)",POINT (104.05511777666668 1.1338166666666667),9106120,BATAMFAST 18,566357000.0,Singapore,Singapore,I,233,25,Passenger Ship,imo match,1,21,BUR
14052,623276057217073151,525200211,9859492,0.0,0.0,Passenger,,2023-07-14 04:05:17,Indonesia,S-AIS,TPI BATAM RETURN,3.9166666666666665,3.816666666666667,1689307517,1689316158,1689321295,0.0008735511377173578,0.001120382531902635,0.93166667,104.43666667,0.9316013654545454,104.4373568190909,0.92911,104.43495167,Under Way Using Engine,11,2,2,11,valid,"LINESTRING (104.43666667 0.93166667, 104.4373568190909 0.9316013654545454,104.43495167 0.92911)",POINT (104.4373568190909 0.9316013654545454),9859492,OCEAN DRAGON 6,525200211.0,Indonesia,Indonesia,I,152,0,Passenger Ship,imo match,2,21,TNJ
610,623960961475117055,525002084,7125952,102.0,20.0,Passenger,Passenger Ship,2023-07-14 04:28:38,Indonesia,T-AIS,MERAK,2.183333333333333,0.16666666666666666,1689308918,1689309215,1689309513,0.0011903011290422723,5.303300859577587e-05,-5.91692333,105.991235,-5.917765,105.9911975,-5.91860667,105.99116,Underway Sailing,2,2,2,2,valid,"LINESTRING (105.991235 -5.91692333, 105.9911975 -5.917765,105.99116 -5.91860667)",POINT (105.9911975 -5.917765),7125952,TITIAN NUSANTARA,525002084.0,Indonesia,Indonesia,I,5532,871,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
25436,623276215321264127,563921000,9042166,26.0,6.0,Passenger,Passenger Ship,2023-07-14 04:34:51,Singapore,T-AIS,RFT,3.4,0.0,1689309291,1689309291,1689309291,0.0,0.0,1.12377833,103.92493667,1.12377833,103.92493667,1.12377833,103.92493667,Underway Sailing,1,2,2,1,invalid,POINT (103.92493667 1.12377833),POINT (103.92493667 1.12377833),9042166,SINDO 7,563921000.0,Singapore,Singapore,F,121,23,Passenger Ship,imo match,1,21,BUR
4881,623986895835463679,525002062,7603344,100.0,9.0,Passenger,Passenger Ship,2023-07-14 04:51:58,Indonesia,T-AIS,SEMARANG,826.0,824.2166666666667,1689310318,1690722112,1692277545,0.00034518701734523284,0.00047692975831415443,-6.94462167,110.41867167,-6.945205563754717,110.41749550210513,-6.94491333,110.42006333,At Anchor,3710,2,2,3710,valid,"LINESTRING (110.41867167 -6.94462167, 110.41749550210513 -6.945205563754717,110.42006333 -6.94491333)",POINT (110.41749550210513 -6.945205563754717),7603344,MARISA NUSANTARA,,Indonesia,Indonesia,I,3898,683,Passenger/Ro-Ro Ship (Vehicles),imo match,1,33,SRG
23905,623341052286238719,525005052,9281542,147.0,12.0,Passenger,Passenger Ship,2023-07-14 05:06:41,Indonesia,S-AIS,PANTOLOAN,2.2,2.0166666666666666,1689311201,1689314857,1689318513,0.0011007248420018421,0.0012421532693011742,-0.71333333,119.85666667,-0.712555,119.855788335,-0.71177667,119.85491,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (119.85666667 -0.71333333, 119.855788335 -0.712555,119.85491 -0.71177667)",POINT (119.855788335 -0.712555),9281542,LABOBAR,525005052.0,Indonesia,Indonesia,I,15136,3482,Passenger Ship,imo match,1,72,PTL
27281,623960961468104703,525019408,8324074,126.0,20.0,Passenger,Passenger Ship,2023-07-14 05:10:57,Indonesia,T-AIS,MERAK/BAKAUHENI,1.6,1.3666666666666667,1689311457,1689313931,1689316405,0.0009322000828417638,0.00038537319574840804,-5.92805333,105.99263,-5.927394165,105.9923575,-5.926735,105.992085,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (105.99263 -5.92805333, 105.9923575 -5.927394165,105.992085 -5.926735)",POINT (105.9923575 -5.927394165),8324074,JAGANTARA,525019408.0,Indonesia,Indonesia,F,9956,2857,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
73,623960961477017599,525005232,8666147,87.0,12.0,Passenger,Passenger Ship,2023-07-14 05:14:23,Indonesia,T-AIS,MERAK,1.35,0.0,1689311663,1689311663,1689311663,0.0,0.0,-5.93144,105.99688167,-5.93144,105.99688167,-5.93144,105.99688167,Underway Sailing,1,2,2,1,invalid,POINT (105.99688167 -5.93144),POINT (105.99688167 -5.93144),8666147,PORTLINK V,525005232.0,Indonesia,Indonesia,I,5023,1363,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
26926,624129306344652799,525005004,9032161,30.0,6.0,Passenger,Passenger Ship,2023-07-14 05:14:26,Indonesia,T-AIS,BENOA,67.36666666666666,20.066666666666666,1689311666,1689355511,1689383956,0.0001310311942220714,3.905502738915853e-05,-8.74218167,115.21262,-8.742189938518518,115.21266481481481,-8.74283333,115.21282667,Moored,26,2,2,27,valid,"LINESTRING (115.21262 -8.74218167, 115.21266481481481 -8.742189938518518,115.21282667 -8.74283333)",POINT (115.21266481481481 -8.742189938518518),9032161,BINAIYA,525005004.0,Indonesia,Indonesia,I,6022,1418,Passenger Ship,imo match,1,51,BOA
15789,623529803967954943,525201927,9926879,60.0,14.0,Passenger,,2023-07-14 05:29:15,Indonesia,T-AIS,ID-SOFIFI,1.25,1.1,1689312555,1689314581,1689316504,0.0008273230436334526,0.001173316032465593,0.76141,127.37894,0.7623633346153847,127.37577551307692,0.76321833,127.377475,At Anchor,12,2,2,13,valid,"LINESTRING (127.37894 0.76141, 127.37577551307692 0.7623633346153847,127.377475 0.76321833)",POINT (127.37577551307692 0.7623633346153847),9926879,GARDA MARITIM 7,525201927.0,Indonesia,Indonesia,I,600,0,Passenger/Ro-Ro Ship (Vehicles),imo match,1,82,TEI
10247,623960961474461695,525007392,9016715,116.0,18.0,Passenger,Passenger Ship,2023-07-14 05:59:41,Indonesia,T-AIS,BAKAU,1.5333333333333334,0.5,1689314381,1689315384,1689316201,0.002788119945345699,0.00011727498553819079,-5.91940833,105.98949,-5.918812776666667,105.98941333333333,-5.921255,105.98927833,Underway Sailing,3,2,2,3,valid,"LINESTRING (105.98949 -5.91940833, 105.98941333333333 -5.918812776666667,105.98927833 -5.921255)",POINT (105.98941333333333 -5.918812776666667),9016715,TRIMAS KANAYA,525007392.0,Indonesia,Indonesia,I,6547,1300,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
23072,624122491288551423,525101124,9848041,70.0,14.0,Passenger,,2023-07-14 06:07:50,Indonesia,S-AIS,AMBON,15.466666666666667,15.216666666666667,1689314870,1689342498,1689369656,0.00018062090518194648,0.00012491809532078928,-3.69333333,128.17333333,-3.694972160145631,128.17498276703878,-3.695,128.175,Moored,206,2,2,206,valid,"LINESTRING (128.17333333 -3.69333333, 128.17498276703878 -3.694972160145631,128.175 -3.695)",POINT (128.17498276703878 -3.694972160145631),9848041,SABUK NUSANTARA 83,525101124.0,Indonesia,Indonesia,I,2086,722,General Cargo/Passenger Ship,imo match,1,81,AMQ
480,623530525764780031,525119002,8996360,38.0,8.0,Passenger,,2023-07-14 06:25:48,Indonesia,S-AIS,KALOBO,0.6666666666666666,0.36666666666666664,1689315948,1689316439,1689317281,0.0008504222654854285,0.0010811804282937765,-0.942075,131.19598667,-0.9417527766666666,131.19682222333333,-0.94078833,131.19804333,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (131.19598667 -0.942075, 131.19682222333333 -0.9417527766666666,131.19804333 -0.94078833)",POINT (131.19682222333333 -0.9417527766666666),8996360,KURISI,525119002.0,Indonesia,Indonesia,I,173,0,Passenger Ship,imo match,1,92,SOQ
16698,623960961468170239,525200335,9836000,106.0,21.0,Passenger,,2023-07-14 07:38:32,Indonesia,T-AIS,MERAK>>,1.4,1.2,1689320312,1689322473,1689324635,0.0005480077554195532,0.0006929646455717526,-5.92662333,105.99378667,-5.9262358299999995,105.99329667,-5.92584833,105.99280667,Underway Sailing,2,2,2,2,valid,"LINESTRING (105.99378667 -5.92662333, 105.99329667 -5.9262358299999995,105.99280667 -5.92584833)",POINT (105.99329667 -5.9262358299999995),9836000,CAITLYN 7,525200335.0,Indonesia,Indonesia,I,8274,2484,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
27359,623960961468104703,525200126,9835991,106.0,21.0,Passenger,,2023-07-14 08:03:45,Indonesia,T-AIS,MERAK,1.15,0.0,1689321825,1689321825,1689321825,0.0,0.0,-5.92703833,105.99277,-5.92703833,105.99277,-5.92703833,105.99277,Under Way Using Engine,1,2,2,1,invalid,POINT (105.99277 -5.92703833),POINT (105.99277 -5.92703833),9835991,MUNIC 9,525200126.0,Indonesia,Indonesia,I,8274,2554,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
22037,623986077539696639,525200723,9035113,186.0,26.0,Passenger,,2023-07-14 08:07:30,Indonesia,T-AIS,SURABAYA,11.433333333333334,10.916666666666666,1689322050,1689338397,1689361383,0.00016572634544543402,7.981515134969608e-05,-7.19666333,112.731015,-7.196634601739131,112.73099768195651,-7.195555,112.730525,Moored,45,2,2,46,valid,"LINESTRING (112.731015 -7.19666333, 112.73099768195651 -7.196634601739131,112.730525 -7.195555)",POINT (112.73099768195651 -7.196634601739131),9035113,DHARMA FERRY VII,525200723.0,Indonesia,Indonesia,I,27621,5814,Passenger/Ro-Ro Ship (Vehicles),imo match,1,35,SUB
22598,623511354942291967,525010133,9641039,42.0,12.0,Passenger,Passenger Ship,2023-07-14 08:11:49,Indonesia,S-AIS,WASIOR,1.5833333333333333,0.0,1689322309,1689322309,1689322309,0.0,0.0,-2.72833333,134.50333333,-2.72833333,134.50333333,-2.72833333,134.50333333,Underway Sailing,1,2,2,1,invalid,POINT (134.50333333 -2.72833333),POINT (134.50333333 -2.72833333),9641039,NAPAN WAINAMI,525010133.0,Indonesia,Indonesia,I,560,140,Passenger/Ro-Ro Ship (Vehicles),imo match,2,92,WSR
21280,623960961472364543,525100999,9288801,195.0,29.0,Passenger,,2023-07-14 08:36:00,Indonesia,T-AIS,PANJANG-MERAK(PP),13.583333333333334,12.316666666666666,1689323760,1689358074,1689368135,0.00036285165389367887,0.0002727494712778134,-5.91925,105.99806667,-5.919964583333333,105.99767444499999,-5.92013333,105.99753333,Moored,11,2,2,12,valid,"LINESTRING (105.99806667 -5.91925, 105.99767444499999 -5.919964583333333,105.99753333 -5.92013333)",POINT (105.99767444499999 -5.919964583333333),9288801,HYUNDAI MIPO (0340),,,,I,23000,37000,Chemical/Products Tanker,imo match,1,36,IBP
11247,623530523344699391,525200072,9854959,60.0,16.0,Passenger,,2023-07-14 08:42:54,Indonesia,T-AIS,SORONG,46.6,0.0,1689324174,1689324174,1689324174,0.0,0.0,-0.88778667,131.24193333,-0.88778667,131.24193333,-0.88778667,131.24193333,Under Way Using Engine,1,2,2,1,invalid,POINT (131.24193333 -0.88778667),POINT (131.24193333 -0.88778667),9854959,SABUK NUSANTARA 112,525200072.0,Indonesia,Indonesia,I,1145,799,General Cargo/Passenger Ship,imo match,1,92,SOQ
2016,623276218645118975,525019443,8994544,0.0,0.0,Passenger,Passenger Ship,2023-07-14 09:07:54,Indonesia,S-AIS,UBAN PUNGGUR,1.6333333333333333,0.0,1689325674,1689325674,1689325674,0.0,0.0,1.03833333,104.14666667,1.03833333,104.14666667,1.03833333,104.14666667,Underway Sailing,1,2,2,1,invalid,POINT (104.14666667 1.03833333),POINT (104.14666667 1.03833333),8994544,BARAU,525019443.0,Indonesia,Indonesia,I,540,0,Passenger Ship,imo match,1,21,BUR
14448,623960961451229183,525200924,9836012,106.0,21.0,Passenger,,2023-07-14 09:21:21,Indonesia,S-AIS,MERAK,39.266666666666666,24.166666666666668,1689326481,1689369481,1689413497,0.000438471940169433,0.00026462311564633926,-5.955,105.96666667,-5.955147249562842,105.96676839068306,-5.95166667,105.96833333,At Anchor,364,2,2,366,valid,"LINESTRING (105.96666667 -5.955, 105.96676839068306 -5.955147249562842,105.96833333 -5.95166667)",POINT (105.96676839068306 -5.955147249562842),9836012,NEOMI,525200924.0,Indonesia,Indonesia,I,8274,2506,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
20520,624100705913208831,525119061,9849681,68.0,14.0,Passenger,,2023-07-14 10:02:53,Indonesia,S-AIS,KUPANG,78.85,0.0,1689328973,1689328973,1689328973,0.0,0.0,-10.18760667,123.50845167,-10.18760667,123.50845167,-10.18760667,123.50845167,Under Way Using Engine,1,2,2,1,invalid,POINT (123.50845167 -10.18760667),POINT (123.50845167 -10.18760667),9849681,SABUK NUSANTARA 87,525119061.0,Indonesia,Indonesia,I,2097,712,General Cargo/Passenger Ship,imo match,1,53,TQP
9270,624118369310277631,525018438,8508694,103.0,15.0,Passenger,General Cargo Ship,2023-07-14 10:08:30,Indonesia,S-AIS,SAMARINDA,16.316666666666666,16.166666666666668,1689329310,1689368093,1689387576,0.0009622465996474137,0.0016666649999972935,-4.02166667,119.615,-4.022777776666667,119.61333333333334,-4.02333333,119.61166667,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (119.615 -4.02166667, 119.61333333333334 -4.022777776666667,119.61166667 -4.02333333)",POINT (119.61333333333334 -4.022777776666667),8508694,ADITHYA,525018438.0,Indonesia,Indonesia,F,3778,1293,General Cargo/Passenger Ship,imo match,2,73,ARE
22889,623960961445462015,525007392,9016715,116.0,18.0,Passenger,Passenger Ship,2023-07-14 10:39:13,Indonesia,T-AIS,BAKAU,25.066666666666666,21.65,1689331153,1689369690,1689409093,0.0003525295174761679,0.00028543690039536777,-5.9526,105.98433,-5.952149730571428,105.9844347615238,-5.95227167,105.98497833,At Anchor,105,2,2,105,valid,"LINESTRING (105.98433 -5.9526, 105.9844347615238 -5.952149730571428,105.98497833 -5.95227167)",POINT (105.9844347615238 -5.952149730571428),9016715,TRIMAS KANAYA,525007392.0,Indonesia,Indonesia,I,6547,1300,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
24068,623960961468661759,525019467,8612885,147.0,16.0,Passenger,Passenger Ship,2023-07-14 10:43:59,Indonesia,T-AIS,MERAK BKHENI,1.2,0.0,1689331439,1689331439,1689331439,0.0,0.0,-5.92399667,105.99245,-5.92399667,105.99245,-5.92399667,105.99245,Under Way Using Engine,1,2,2,1,invalid,POINT (105.99245 -5.92399667),POINT (105.99245 -5.92399667),8612885,MENGGALA,525019467.0,Indonesia,Indonesia,I,5277,1654,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
22302,623529803963793407,525201927,9926879,60.0,14.0,Passenger,,2023-07-14 11:20:26,Indonesia,S-AIS,ID-BASTIONG-TERNATE,3.566666666666667,0.0,1689333626,1689333626,1689333626,0.0,0.0,0.76666667,127.38166667,0.76666667,127.38166667,0.76666667,127.38166667,Under Way Using Engine,1,2,2,1,invalid,POINT (127.38166667 0.76666667),POINT (127.38166667 0.76666667),9926879,GARDA MARITIM 7,525201927.0,Indonesia,Indonesia,I,600,0,Passenger/Ro-Ro Ship (Vehicles),imo match,1,82,TEI
23355,623276215508893695,563000660,8928466,26.0,6.0,Passenger,Passenger Ship,2023-07-14 11:33:27,Singapore,S-AIS,SEKUPANG TO RFT,0.75,0.05,1689334407,1689334499,1689334591,0.002357027318000497,0.001178506587940958,1.12333333,103.92333333,1.125,103.9225,1.12666667,103.92166667,Engaged In Fishing,2,2,2,2,valid,"LINESTRING (103.92333333 1.12333333, 103.9225 1.125,103.92166667 1.12666667)",POINT (103.9225 1.125),8928466,SINDO 6,563000660.0,Singapore,Singapore,I,144,21,Passenger Ship,imo match,1,21,BUR
1127,623276214399074303,563091500,9881330,42.0,10.0,Passenger,,2023-07-14 12:07:56,Singapore,S-AIS,BATAM CENTRE,1.1,0.0,1689336476,1689336476,1689336476,0.0,0.0,1.13166667,104.055,1.13166667,104.055,1.13166667,104.055,Under Way Using Engine,1,2,2,1,invalid,POINT (104.055 1.13166667),POINT (104.055 1.13166667),9881330,BASMA ALMELAHIA,,Saudi Arabia,Saudi Arabia,I,438,57,Passenger Ship,imo match,1,21,BUR
21469,623960961468792831,525002086,7332660,120.0,16.0,Passenger,Passenger Ship,2023-07-14 13:33:17,Indonesia,T-AIS,MERAK BAKAU,1.5166666666666666,0.0,1689341597,1689341597,1689341597,0.0,0.0,-5.925625,105.99277,-5.925625,105.99277,-5.925625,105.99277,Underway Sailing,1,2,2,1,invalid,POINT (105.99277 -5.925625),POINT (105.99277 -5.925625),7332660,SAFIRA NUSANTARA,525002086.0,Indonesia,Indonesia,F,6345,1500,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
14554,624129268459438079,525401357,9972062,85.0,16.0,Passenger,,2023-07-14 13:40:35,Indonesia,S-AIS,LEMBAR - PADANG BAI,14.4,14.25,1689342035,1689367685,1689393335,0.0011785136590005624,0.0,-8.74,116.04666667,-8.740833335000001,116.04666667,-8.74166667,116.04666667,Underway Sailing,2,2,2,2,valid,"LINESTRING (116.04666667 -8.74, 116.04666667 -8.740833335000001,116.04666667 -8.74166667)",POINT (116.04666667 -8.740833335000001),9972062,NAWASENA,525401357.0,Indonesia,Indonesia,I,1875,1335,Passenger/Ro-Ro Ship (Vehicles),imo match,2,52,LMR
14188,623987053451411455,525015668,8414350,0.0,0.0,Passenger,Passenger Ship,2023-07-14 14:44:18,Indonesia,T-AIS,SEMARANG,13.5,8.933333333333334,1689345858,1689360894,1689378058,7.853944733631854e-05,0.00011149229301867746,-6.94826667,110.42460167,-6.948265276666667,110.42450430750002,-6.94833833,110.42444167,Underway Sailing,12,2,2,12,valid,"LINESTRING (110.42460167 -6.94826667, 110.42450430750002 -6.948265276666667,110.42444167 -6.94833833)",POINT (110.42450430750002 -6.948265276666667),8414350,KIRANA I,525015668.0,Indonesia,Indonesia,I,2326,140,Passenger/Ro-Ro Ship (Vehicles),imo match,1,33,SRG
12366,624120061376888831,525005016,9102760,99.0,18.0,Passenger,Passenger Ship,2023-07-14 14:45:21,Indonesia,S-AIS,LEMBAR,1.25,1.15,1689345921,1689347993,1689350062,0.0016666699999996484,0.0008333299999989663,-8.49333333,119.87333333,-8.494166665000002,119.87291666499999,-8.49666667,119.87166667,Under Way Using Engine,4,2,2,4,valid,"LINESTRING (119.87333333 -8.49333333, 119.87291666499999 -8.494166665000002,119.87166667 -8.49666667)",POINT (119.87291666499999 -8.494166665000002),9102760,TILONGKABILA,525005016.0,Indonesia,Indonesia,I,6022,1438,Passenger Ship,imo match,2,53,LBO
19101,623529803969658879,525201927,9926879,60.0,14.0,Passenger,,2023-07-14 14:53:21,Indonesia,S-AIS,ID-BASTIONG-TERNATE,1.0833333333333333,0.0,1689346401,1689346401,1689346401,0.0,0.0,0.76166667,127.375,0.76166667,127.375,0.76166667,127.375,Under Way Using Engine,1,2,2,1,invalid,POINT (127.375 0.76166667),POINT (127.375 0.76166667),9926879,GARDA MARITIM 7,525201927.0,Indonesia,Indonesia,I,600,0,Passenger/Ro-Ro Ship (Vehicles),imo match,1,82,TEI
7864,623960961471709183,525200335,9836000,106.0,21.0,Passenger,,2023-07-14 15:07:48,Indonesia,S-AIS,MERAK>>,1.7166666666666666,1.6,1689347268,1689351454,1689353029,0.0010613813684376757,0.0013998749342345308,-5.925,105.99166667,-5.92480125,105.9918308325,-5.92333333,105.99,Underway Sailing,4,2,2,4,valid,"LINESTRING (105.99166667 -5.925, 105.9918308325 -5.92480125,105.99 -5.92333333)",POINT (105.9918308325 -5.92480125),9836000,CAITLYN 7,525200335.0,Indonesia,Indonesia,I,8274,2484,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
8500,623960961476395007,525001136,9759733,110.0,20.0,Passenger,General Cargo Ship,2023-07-14 15:44:57,Indonesia,S-AIS,BAKAUHENI,1.15,1.0,1689349497,1689351838,1689353098,0.0,0.000962246599646388,-5.935,105.99833333,-5.935,105.99777777666667,-5.935,105.99666667,Under Way Using Engine,3,2,2,3,valid,"LINESTRING (105.99833333 -5.935, 105.99777777666667 -5.935,105.99666667 -5.935)",POINT (105.99777777666667 -5.935),9759733,BATU MANDI,525001136.0,Indonesia,Indonesia,I,5553,2426,General Cargo/Passenger Ship,imo match,1,36,IBP
7267,623511062691545087,525005015,8700292,146.0,0.0,Passenger,Passenger Ship,2023-07-14 16:43:12,Indonesia,S-AIS,NABIRE,1.35,1.25,1689352992,1689356291,1689357495,0.0011817715538793316,0.0009747563950224332,-3.23,135.58,-3.2315525024999996,135.579732915,-3.23166667,135.57833333,Underway Sailing,4,2,2,4,valid,"LINESTRING (135.58 -3.23, 135.579732915 -3.2315525024999996,135.57833333 -3.23166667)",POINT (135.579732915 -3.2315525024999996),8700292,TIDAR,525005015.0,Indonesia,Indonesia,F,14501,3200,Passenger Ship,imo match,2,91,NBX
6043,623960961451425791,525200335,9836000,106.0,21.0,Passenger,,2023-07-14 17:52:47,Indonesia,S-AIS,MERAK>>,17.366666666666667,17.3,1689357167,1689388325,1689419483,0.00145663996924441,0.0004431155354945944,-5.95333333,105.96333333,-5.95230333,105.96302,-5.95127333,105.96270667,Underway Sailing,2,2,2,2,valid,"LINESTRING (105.96333333 -5.95333333, 105.96302 -5.95230333,105.96270667 -5.95127333)",POINT (105.96302 -5.95230333),9836000,CAITLYN 7,525200335.0,Indonesia,Indonesia,I,8274,2484,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
26501,624129377550041087,525002085,6911691,76.0,16.0,Passenger,Passenger Ship,2023-07-14 18:33:45,Indonesia,S-AIS,LEMBAR >PADANGBAI,1.2,0.0,1689359625,1689359625,1689359625,0.0,0.0,-8.73,116.07666667,-8.73,116.07666667,-8.73,116.07666667,Under Way Using Engine,1,2,2,1,invalid,POINT (116.07666667 -8.73),POINT (116.07666667 -8.73),6911691,PRIMA NUSANTARA,525002085.0,Indonesia,Indonesia,F,2773,512,Passenger/Ro-Ro Ship (Vehicles),imo match,2,52,LMR
16465,623960961468170239,525002084,7125952,102.0,20.0,Passenger,Passenger Ship,2023-07-14 19:52:34,Indonesia,T-AIS,MERAK,1.85,1.35,1689364354,1689366783,1689369213,0.00037240485737924465,0.0005527241576465252,-5.92630333,105.99337167,-5.92604,105.992980835,-5.92577667,105.99259,Underway Sailing,2,2,2,2,valid,"LINESTRING (105.99337167 -5.92630333, 105.992980835 -5.92604,105.99259 -5.92577667)",POINT (105.992980835 -5.92604),7125952,TITIAN NUSANTARA,525002084.0,Indonesia,Indonesia,I,5532,871,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
23793,623960961406042111,525019468,7352799,151.0,18.0,Passenger,Passenger Ship,2023-07-14 19:53:31,Indonesia,T-AIS,MERAK - BAKAUHENI PP,0.5,0.0,1689364411,1689364411,1689364411,0.0,0.0,-5.90534333,105.98805,-5.90534333,105.98805,-5.90534333,105.98805,Under Way Using Engine,1,2,2,1,invalid,POINT (105.98805 -5.90534333),POINT (105.98805 -5.90534333),7352799,MUFIDAH,525019468.0,Indonesia,Indonesia,F,5584,1427,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
26017,624129377550041087,525010084,9037575,52.0,8.0,Passenger,Passenger Ship,2023-07-14 20:20:10,Indonesia,S-AIS,LEMBAR LOMBOK,0.7,0.0,1689366010,1689366010,1689366010,0.0,0.0,-8.73,116.07666667,-8.73,116.07666667,-8.73,116.07666667,Under Way Using Engine,1,2,2,1,invalid,POINT (116.07666667 -8.73),POINT (116.07666667 -8.73),9037575,PUTRI YASMIN,525010084.0,Indonesia,Indonesia,I,1790,250,Passenger/Ro-Ro Ship (Vehicles),imo match,2,52,LMR
3943,623987282425774079,525100085,8808082,135.0,20.0,Passenger,,2023-07-14 20:47:45,Indonesia,T-AIS,BANJARMASIN,41.45,9.65,1689367665,1689385017,1689402405,1.3979536669478744e-05,1.9185100065464236e-05,-3.32889833,114.557055,-3.3289105440816322,114.55709000020408,-3.32890833,114.55710667,Moored,49,2,2,49,valid,"LINESTRING (114.557055 -3.32889833, 114.55709000020408 -3.3289105440816322,114.55710667 -3.32890833)",POINT (114.55709000020408 -3.3289105440816322),8808082,MILA UTAMA,525015991.0,Indonesia,Indonesia,I,10833,4912,Vehicles Carrier,imo match,1,63,BDJ
2469,623960961405779967,525022100,8905191,93.0,15.0,Passenger,Passenger Ship,2023-07-14 20:48:50,Indonesia,T-AIS,MERAK<=>BAKAUHENI V\,0.6666666666666666,0.16666666666666666,1689367730,1689368034,1689368338,0.0016475588001644585,0.0013729680238220136,-5.90125333,105.98404167,-5.90241833,105.983070835,-5.90358333,105.9821,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (105.98404167 -5.90125333, 105.983070835 -5.90241833,105.9821 -5.90358333)",POINT (105.983070835 -5.90241833),8905191,SHALEM,525022100.0,Indonesia,Indonesia,I,5085,733,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
1275,623276214399074303,564884000,9035735,24.0,6.0,Passenger,Passenger Ship,2023-07-14 21:37:20,Singapore,T-AIS,BTC,9.55,0.85,1689370640,1689371943,1689373749,6.0542007454731814e-06,1.648945805070027e-05,1.13157167,104.055005,1.1315683333333333,104.05501583333331,1.13156333,104.05501667,Moored,6,2,2,6,valid,"LINESTRING (104.055005 1.13157167, 104.05501583333331 1.1315683333333333,104.05501667 1.13156333)",POINT (104.05501583333331 1.1315683333333333),9035735,JET RAIDER,564884000.0,Singapore,Singapore,I,255,50,Passenger Ship,imo match,1,21,BUR
15615,624118018993848319,525300917,9035125,186.0,26.0,Passenger,,2023-07-14 21:42:12,Indonesia,T-AIS,SBY,7.816666666666666,0.06666666666666667,1689370932,1689371061,1689371190,5.303300858886746e-05,0.0016675911352705425,-5.120385,119.40668,-5.1204225,119.405500835,-5.12046,119.40432167,Under Way Using Engine,2,2,2,2,valid,"LINESTRING (119.40668 -5.120385, 119.405500835 -5.1204225,119.40432167 -5.12046)",POINT (119.405500835 -5.1204225),9035125,DHARMA KENCANA 7,525300917.0,Indonesia,Indonesia,I,27975,5790,Passenger/Ro-Ro Ship (Vehicles),imo match,1,73,MAK
3651,623960961722941439,525015381,9042881,98.0,16.0,Passenger,Passenger Ship,2023-07-14 21:59:46,Indonesia,S-AIS,MERAK-BAKAUHENI,0.7333333333333333,0.65,1689371986,1689373188,1689374342,0.0009196460128180077,0.001367648498270837,-5.90833333,105.99166667,-5.9085349975,105.99361166749999,-5.90988833,105.993855,Under Way Using Engine,4,2,2,4,valid,"LINESTRING (105.99166667 -5.90833333, 105.99361166749999 -5.9085349975,105.993855 -5.90988833)",POINT (105.99361166749999 -5.9085349975),9042881,MUSTHIKA KENCANA,525012039.0,Indonesia,Indonesia,I,2983,820,Passenger/Ro-Ro Ship (Vehicles),imo match,1,36,IBP
